Fiction ID,Title,Synopsis,Followers
12019,Mute,Will write a synopsis once I have written enough.,10
12020,God Blade (Hiatus),"Theo, a prodigy of sword and an aspiring adventurer, lives in an RPG-like world where everyone has their own level and skill. However, his is a hardcore RPG world where more than half of its human never gets higher than level one.
 
So who is Theo you ask? Was he a ninja trying to be a leader in his hidden village? Was he trying to be a pirate king? Maybe a teenager summoned from another world? A chosen one of the god? A man whose girlfriend is secretly the demon queen? A cook in a journey to make the greatest dish? Or maybe the reincarnation of an ancient Dark Lord?
 
Well, No. Theo is a man born in that world. An NPC you might say. Not only that, he wasn't even the true hero or the main protagonist of his own world. But he does have to meet all those people during his journey to accomplish his dream.
-----
1 chapter every 2 or 3 days. 
I don't claim the MC of my story to be not cliched. With so many stories on the internet right now, It's almost impossible if not outright impossible to make an original MC. The best I can do is pick the kind of cliched MC I like the most and give it a twist of my own. 
English is not my first language, so there will be some mistakes in every chapter. Please notify me in the comment if you found one (Or some). I'm still an inexperienced writer, so feedbacks and reviews are very much appreciated.",398
12021,Kittensei: Rebirth to a Cat,"This is a 100-200 word chapter series about a weird MC gets reincarnated into fantasy world as a cat.He has all the powers that should be OP but somehow screws up in using them all.Spoiler warning: there is no truck
Screw the description above, this fic is a cat video version of stories. It has not much length nor reason and it's about a NINJA CAT! WHO CARES ABOUT EVERYTHING ELSE??? Ninja cats are more than enough if you want to click that first chapter. C'mon cliiiick iiiiiit!",12
12022,Transported to an Absurd World,"Shinohara Saya was your average high school girl. She loves reading novels, watching movies, staying in trend and other girly stuff.One day, she woke up inside an unfamiliar room, and her memory in pieces.
And so begins her new life.",57
12023,Random Journay in Another World ~,"What happens if a God is bored and fed up with his creations?
As you could guess he would change something, or in this case someone to make the world more interesting.
Look forward to a random journey through a (still) ?perfect? world.",1
12024,The New World,"An AI calling itself Schema has assimilated earth into its system. As a consequence, everyone gained access to status screens, power-ups, and skills. This AI turned these concepts from fiction to fact. It's easy to become intoxicated with leveling up and becoming stronger. To some, it's too good to be true like living out a dream.
For Daniel, however, it's closer to a nightmare.
He's in a bit of a predicament. Cracks in our dimensional fabric have unleashed terrifying beasts from dark, abyssal places. Schema organizes these cracks into dungeons, giving the native species of the planet a chance to fight back. Daniel finds himself trapped in one of these dungeons. Not long after, he discovers there's only one way out.
Kill or be killed.
First book is out! Hello everyone. I've finally accomplished a lifetime goal of publishing my work, and in a form I'm proud of. Getting it out there has been preying on my anxieties in many ways, but I've pushed through and handled it. I could never have done this without all of your support. It's genuinely made an enormous difference. You guys can continue to support the story through the links below.
E-book
Audiobook
Paperback
This is a lit-RPG inspired by the Fallout series of games and the Legend of Randidly Ghosthound. 
Schedule: 2-3 releases a week of around 3,000 words. 
I have other fictions! *They're of questionable quality*
Here's Monsters Dwell in Men
If you want to support me and maybe see other content, check out my patreon: Patreon
Here's my Youtube Channel as well, Monsoon117","12,114"
12025,Pandora,"A girl who grew to become a legend.
 

Okay yeah just made that synopsis up now... anyways, this book is BASED on Pandora's Box, but is not at all the actual story. This is me mixing and matching Greek mythology together in a weird way... with other stuff that has yet to be revealed.
Some facts/parts about the Greek society at the time may be incorrect and while I do try my best to make sure all are good there may be some that slip through the cracks, if something seems incorrect then please inform me.
That said, this is also not historically accurate either, while I will try my best to ensure the societal factors are correct the historical factors such as certain characters and places may not be accurate, if you believe there's a historical factor that wasn't intentionally done incorrectly then please inform me.

Current status: Developing it.
First Arc: The Mortal Revolt(100% complete-Planning)(50% complete-research)
(Prologue was released because I felt that if I spent too much time on planning that I'd let some writing errors slip through and since I pretty much have that first part done.)",3
12026,Project Alpha,"5,200,312,312. That is the number of lives I remember. Of those 525,039,03 or ¼ have been as a girl. The others male. In 301,111 lives I have been a noble. In 2,000,000 I have been a ruler. In 312 I was a cripple. In 4,000,000,000 I was in the same universe and could feel the after effects of my choices. The others were a myriad of universes. Some had Qi,Mana,QF, Alpha and Beta energy. Other universes were so far beyond my original life in technology it was simply comparing a human baby to a Elder Giant. No I don’t remember all of them, but I can remember upt 1,000,000,000 lives at a time. I choose to keep a few; like my memories of Earth. After all of this sightseeing, meeting gods, conquering planets and galaxies. I have come to a conclusion. I am the oldest being in the Multiverse.",4
12027,The Fool of Pendragon,"The tale of King Arthur has already been telling by many people. Other tales of the Round Table sprouted from that, and it became a great legend. But people only took care of what happened then, and not after Arthur slew the great Dragon.
This is of the legend of Dagonet, one of the kings most trusted knights, and his personal jester, or Fool. Found as a baby after the fight with the Dragon, he was raised as a loyal subject to his king. 
On his Eighteenth birthday, becoming a man, he is to be knighted and officially put into the Round Table as the youngest member. 
All is peaceful for Dago and the kingdom. But evil loves to stick it's head out of the cracks at every happy moment. An organization claiming they will revive the Dragon comes out of hiding, and everyone on the Round Table is targeted, including Dago.
This is the start of a new tale. The tale of how Dagonet the Fool makes a legend of himself.",5
12029,Exstrawdinary,"She’s thirteen year old Kamui Honoka who remembers being five years older, and she knows what she wants.",2
12030,The Way Of The OP(Canceled),"Logan is transported to another world and give the most OP power of all time.
The powers to give himself other OP powers.
What's a guy to do but go on an adventure, defeat the bad guy and get the girl.
IF he can find one that is.
 
Author's Notes: This story has been canceled. Got a new job and don't have time anymore.",60
12031,The Hallowed Five,"With just a pendant left behind by his dad, Tsukihiro has become a target of the gods.
His crime? Becoming a god himself!
A loner gaining powers that he could only imagine of is shown the real world, one that is dyed in black and white. 
Being hunted down constantly while trying to live a normal life was never easy, not even in T.V shows.
But who ever said the world was a fair place to begin with?
Life was always unfair.",2
12032,Master of All trades,"Erik Bauer, first son of the Bauer knight family was born with a disability. The world is that of swords and magic and in this world every one human, demon or monster would all be born with a familiar. This familiar could either be a spirit or a beast. But in essence this familliar is a mark of power. All humans use the familiars as marks for an individuals strength. If the baby is born with a spirit familiar they would be sent to the church for schooling at an early age. But then when the familiar is like an ox or a horse these people are marked as commoners.
But what would happen if you were born without a familiar? Would you become the lowest of the low? Or will you be fated for great things?
Follow the story of a young man, who was born as a failure but continues his life in search for his destiny.",54
12033,My everyday life.,"Log 1421:
The weather was warm even before the sun rose this morning. I would never have thought the reason for the heat wouldn't be something simple like the heater being on, but the reason was far more surprising. There was a small ball of fire above the sky that was not the sun. Bright enough for half the world to see it, but small enough that it didn't cause any disruptions to daily life. After a few minutes, the ball of fire kinda disappeared. Everyone knew about the huge ball of fire, but only I knew what came out of it.",0
12034,Hot Guy Cold Guy,"Two exiles are forced by circumstances to travel together. Well, or one forces the other to follow. Hmm, no. One chooses to follow the other. Ah, forget it. It depends. Anyway, life is an adventure. Life in fantasy much more so. But, as in real life, some characters just seem to bumble foolishly along. Skah is one of those people. Meanwhile, others take it too seriously. The clash that comes from forcing these two people together can only be described as an adventure.",5
12035,"Eden Garter, Dragon Anomaly","2002 - Martial Law has been declared only short while after the sinister assault upon the twin towers on September 11, 2001. Eden Garter is a 23-year old mix-racial young man who has been selected to be part of an 4th-dimensional group battling against the infamous ""Illuminati"". Now that the shadowy organization has begun to take over his universe, he one of the only people who can stop them. With his allies, Hinata Dyne, Opal Kindred and Densetsu Kusanagi, he is determined to use the Dragon Glyph to annihilate the puppets, drive back the Illuminati and in turn avenge the ones he held so dear. Over the course of his first adventure, relationships will form and shift, and the hearts, minds and souls of all involved in the conflict will all be tested.",3
12036,World of Cascading Realities,"In this World of Wonder, this World of Time, this World of Cascading Realities, Wonder awakens and Time stirs as Champions war and Infinites play at protagonist. With Wonder at his side onwards. With Time at his back onwards faster. Stops Time catching up on you, you know. Enter the Cinema and prepare to Act!",1
12037,Colossus' Dream,"An ancient elemental is awoken in a time that is not his own. He sets off to finally complete the dream he has always had. Armed with the chance granted to him by the strange new system, he will set off on a journey throughout the ages.","1,519"
12038,Haunted Treasure,"With blessing comes with consequense. With wealth comes with greed.
""Come my children, gather to me. Let me tell you all how i came to be.""
""Ummm, Uncle? Who are you talking to?""
""My future fans of course!!""
""Here we go again, day dreaming his harem.""
 
Working on it. (seriously)",2
12039,N/A,N/A,0
12041,The Twin Souled Dungeon,"When a God creates a Dungeon to further his plans in the Mortal Realm, little does he know that he has managed to find the tattered remains of two of the most stubborn souls in existence to create his dungeon's core. 
And due to him leaving the dungeon to grow whilst other plans are also put into motion, it is hardly unexpected that his plans regarding the dungeon don't quite go according to plan. 
Other plans are also set into motion as the dungeon is discovered much earlier than expected. 
A rather unusual Orc has decided that it has been too long that his people have been relegated to be the uneducated savages, forced to live in the barren Goldstein Mountains, and perhaps a certain dungeon is the perfect tool to help his people start jogging on The Path of Ancients, rather than the pitiful limping they have been doing. 
 
A/N: I have a few different story ideas I've been thinking of writing. I will post a few chapters of each over the coming months (sorry, I'm no super daily realease author ;p ) and whichever one gets the best reaction will be the one I run with.",48
12042,Starfall,Will write when more content is released.,8
12043,Bright Battle Story: Tactics Heart,"This is Bright Battle Academy. It is not a place where your hand will be held or your failings compensated for. It is not a place for the weak, or the subversive, or the conspicuously diverse. This is Bright Battle Academy, where champions are forged and legends begin.
Dwarfs? Once they were part of the great alliance. They helped build this very academy. But they were so stubborn, so unyielding, so unwilling to bend themselves to the rules. And so they weakened, and so they declined, and so their empires faded. What few that are left shun the academy. We have no dwarfs here.
Rogues? Perhaps a handful in the sprawl, hiding in the shadows, hoarding their merits, hoping to buy a promotion to something remotely useful, ninja or assassin perhaps. But in the academy proper? No. We have no rogues here.
And yet despite everything here she stands. Nala Greyward, Dwarf Rogue. Pettiest of thieves. Unpleasantest of surprises. Causer of problems.
So she killed an ogre. So nobody knows how she did it. So what. Throw her in with the real prospects, with the elves and the vampires and the fighters and the magic users. See how she does in that environment--see just how long it is, before the problem that is Nala Greyward solves itself.
This is Bright Battle Academy.
Good luck.
 
Discord if you're into that.",54
12044,"Whoops, I Died and Reincarnated.","A sage, one of the most powerful existance in the world of Lyria, tampers with someting he should not have and accidentally ends up killing himself only to be reborn into a poor family about two hundred years into the future. After going around and learning that his lover from his previous life had ascended to the higher celestial world, to escape the mortal world that reminds her of her broken heart, he decides to train himself to become a sage once again and chase after her. After all, this situation was 100% his fault.
Join Cross, now known as Kira, as he trains, struggles (sort of), makes new friends (and friends with the word girl in front), and finds new rivals to fight(*cough*slaughter*cough*) to once again become a great (crazy) sage that he once was to find the love he accidentally left behind  (a situation he totally could have avoided if he listened to his GF the first couple times).
I will not be adding my own thoughts like (blah blah) this as I did in this synopsis (Unless you want me to) so worry not that I'll ruin the story by plugging in my thoughts every other line. And don't read the comments (if i by low chance end up with some) cause you'll have read the prologue in the time you read a couple comments, so just read the story like you're supposed to see if you like it and not if other people like it.
This is my first story so I ask that those who can give good criticism to do so, and those who can't be nice and give good ones to go f- *ahem* I mean, at least do your best to be nice and helpful. \^_^/
P.S. I'm just doing this for fun but I'll try to set a schedule for release if enough people read regularly. For now maybe one chapter a week? Unless you kneel down and beg m- *cough* I mean ask me nicely (VEEERRRYYYY NICELY). Well happy readings to you, or I'll just be writing for me, myself, and only me online cause nobody likes what I write or my sense of humor (OR JUST ME AS A PERSON).
If your bored enough to have read this super long, really weird synopsis up to here, you should be reading my story (or other people's on RRL(i reccommend Number One Under Heaven btw)) instead.",26
12045,The Descent,,1
12047,Dungeon Misfits,"(Warning: The story is still currently in a poor quality state, read on at your own risk.) 

After the devastating great war, many people were left with poverty, hardship and starvation. Due to this, miscreants and mendicants were a common occurrence here.
Thus at such hard times, many different kinds of desperate people would try to delve and discover various dangerous dungeons. And it was at such times, where different people and monsters converge, that various interesting stories and situations could happen.
It could be about an aspiring necromancer seeking to find a place in the dungeon in order to seclude himself to his studies and research on necromancy.
It could be a story of a struggling group of bandits, deserters and highwaymen using a dungeon cave as a hideout.
Even about a bunch of struggling newbies adventurers stumbling in a dungeon.  
Or perhaps about a certain diabolist, a witch, and a rogue who are ostracised by others due to their professions, being forced to work together as a team in a dungeon. All the while, encountering even more eccentric people on the way.  
 
Different people, different situations, but whatever happens inside the dungeon remains to be seen.",22
12049,Perfect Blood,"In a world where ones' bloodlines decides one's fate. A cruel world that people with powerful blood lines are fated to rise to the top. While ones do not is stucked in a life full of pain, descrimination and miseries. Erhart Rain, a 18 years old teenager boy that is supposbly killed by poisionous gas during a lab experiment is given another chance to recarnate into this world along with three other 18 year olds charged with the role to change this unknown world. But instead of being recarnarted into a body with [Perfect Blood], a powerful mixed bloodlines of Dragons, Demons and Divine Warriors like the other three. Erhart is simply given the blood of a normal human.

""How am i going to change this world like this? """,15
12050,Mana apocalypse book one becoming mages,"Magic comes at a price, these words appear often in fiction. When that price is sixty precent of the worlds population
dead, and thrithy precent barley able to move, what are the remaining ten precent to do? At first these people have no
idea that magic exists, but once discovered, do they uses it to help, or hurt others? Only time can decide of the actions,
which these newly born mages will take.",0
12051,Blade Judgement,"Jack is sentenced to eternity in an Ever-Jail. That is, if he can keep making the yearly ""Living"" fee. Jack will learn that money isn't everything. Trust can be returned. Evil is rampant even in a digital world.
Jack will learn that money isn't everything. Trust can be returned. Evil is rampant even in a digital world.
Welcome to Everworld!",7
12052,"I, Deus","My name has been lost to history, my own memory fails that far back. Of the little I recall, I know that I was not always as I am. 
 
I am a God, worshiped by tens of thousands, a meager number when compared to some, but I have never been greedy. My faith spreads through actions, through secret signs and pacts of faith. My followers grant me power and through me gain power. I rule the Secret Paths, I am the embodiment of the First Flame. I am the Broken One, the first and last God of Humanity, and I will never surrender.",1
12053,An endless cycle?,,0
12054,The Two Brothers,Two brothers that are twins and are on two different journeys. They both go on dangerous paths and have hard decisions to make. This is also about a ninjas way too.,0
12055,Unknown,"This is just nothing more than a few Sentence or more, since i can't call this a story. This is just a consciousness of thinking. I can't classify this since i lack the knowledge for that, even though i shall try to make it a good paragraph to read, And i would love lots of feed back if theres even a slight chance that someone will read this.",0
12057,[dropped],do not continue,0
12058,God of Nature´s curse,"in a war the God of Nature got inflicted by a curse that makes him immortal but also kills every living being.
lets look as he fights with not only the curse but other existences that are as powerful as he is and finally finding where he should go to find and get rid of the curse or should he perhaps create a new way the harmony between life and death? we will see...
 
i suck at grammar so sorry if there are any mistakes",1
12059,Generals of the Apocalypse,"Five peculiar humans suddently awoke in a strange room where a being that completely looked like the devil made a deal with all of them.
These humans would become his generals in what he deems a necessary apocalypse, as the humans have been destroying way too much of the natural ecosystem. 
Why would a demon worry about earth's humans? read and find out. How does he start an apocalypse? He launched an apocalypse with his monster armies. 
Will our heroes defeat this evil Demon King? 
Of course not. Why would they even care if the entire human race was wiped out? Besides, if the demon king is evil, these 'heroes' are the incarnation of all evil of the universe in 5 different beings. What will happend to the human race now?! Who will be the hero who'll save them all?!?
------------------------------
Alert: For people who enjoy cliche scenes, you will take these scenes and shove them up your ass.Alert.v2: For those weak of heart, beware, it might get ripped out.
 
Also, the MC is a complete psycho. Also very random and moody, so if you like cool-headed rational guys, go read another story since the MC will almost always do the opposite of the 'What should be done'.",41
12060,Wild One,"In the jungle far away from civilization, a boy, 12 years old, has been living without contact with humanity. He has learned the ways of the jungle and fought for his life there. He believes himself as strong,he believes he is a predator. But how would he know how weak he really is.
 
AN: This is just an experiment to see if I can write
 
 
I just found the cover online, it ain't mine.",8
12061,Finding my way,"i will find my way at any cost!
even if i have to be the laziest guy in the world...
even if i have to kill every single person that gets in my way...
even if i have to sacrifice love...
one day, when i'm nearing my end i will watch to my past and i won't regret anything!",0
12064,Card Game,"There are 52 cards in a deck, excluding jokers. However, for this game jokers will be used. Now there are 54 cards overall. Meaning, 54 special individuals have been chosen from Earth to inhabit a new world. A world full of magic, monsters, and other races. There is a system in place reminiscent of old school games based on levels and stats. These 54 have each been given a card from a deck. The card given is how strong you start off. Aces are the strongest, so those four chosen will be ridiculously overpowered right off the bat. Twos are the weakest, so they will be ridiculously underpowered. All will grow faster than any other beings in the world. Jokers however, they are wildcards. No one, not even the God of this game knows what they will start as or end up as. Only thing that can be noted of jokers is they have a completely unique skill, and don't have a destiny in place.
Whiskey, an army soldier's bastard kid that was left in the warzone of Iraq, is one of these chosen 54. With a checkered past full of grief and heartache as well as pain and despair, he has never been able to let loose with all the governments in place on Earth. Now though, now they aren't on this world. Laws mean nothing to the strong, and despite massive mental problems, the strong is his goal.",19
12066,A Jaunt Through Subspace,"A treasure beyond imagination. A young genius. An idiot mercenary. A lone alien.
When these three unlikely heroes come together, the galaxy is rocked to its core as they hunt for the Ultimate Answer.",3
12070,The Alchemist and The Herald,"Within a world overflowing with magic, all living things posses Mana. It stands as a quantified measure of the power that an individual wields and dictates the order of the food-chain and the hierarchy of nations and civilizations. Plants, animals, humans and humanoids, magical beasts, monstrous existences and even minerals and ores accumulate mana throughout their natural lifespans/permeated existence and gradually create physical manifestations of the ""world's breath"" in the form of Mana/Soul stones.  A cataclysmic war from 500 years in the past had left deep scars in the world, extinguishing the history of noble kingdoms that formerly ruled much of the lands in peace and led to the loss of many great technologies and a long period of imbalance for years to come.   But before the fall of the greatest of these kingdoms, a prophecy was left for all to heed. ""Beware! A Herald will come to sound the advent of a new age. By sword, by magic and by wisdom, the world will be plunged into another great war that shall stain it in the blood of millions before returning it to its former glory.""  Weeks after the beacon signalling the arrival of the ""Herald"", a small band of individuals led by an alchemist who calls himself ""Will"" saves a village from the onslaught of a dragon, defeats a nationally acclaimed warrior in a duel and performs a feat of magic deemed impossible by the mages of the current times.   Is he the prophesied Herald? Will he put the world to the torch or will safeguard the future of life after the fated fall?   Original Artwork credits for story cover: http://shalizeh.deviantart.com/",57
12071,The Test of Change,"An unambitious 21st-century man is killed, transported to another dimension.  His goal is to survive long enough to get back to his world.  Pitted against alien species nobody would have thought existed and aided by strange game-like mechanics, he's in for a ride.
 
**Title and Synopsis subject to change**",5
12072,Abe Addison: King of football.,"A normal ten year old boy loves football.He breaths it. Suddenly a test comes and his parent make him quit football. Will he buckle down..., or will it be a return of a king.",0
12073,The First Ruler,"The Last Guardian of the First Universe died...Indigenous of other Universes are trying to find paths to invade the First Universe, with the purpose to enslave the inhabitants and plunder the rich resources.",4
12075,Scorched: Trancendance,Being remade on my new RR account.,28
12081,Red Rays,The story revolves around a 16 yrs old boy that will encounter the red haired girl as soon as he transfered in to a school near his house. Not knowing that the boy made a promise to someone 6 years ago. He has forgotten the face of the girl and only knows that she has a red fiery hair.,0
12082,Tales of a Dwarf-Lord,"Frank Cole was dying. He had spent his entire life building Auriel Online and now, he was going to die before it even went live. With a last ditch effort, he uploads his consciousness into the game. Frank Cole, human businessman and gamer died. And in the world of Auriel Delg, the Highland Dwarf, was born. Delg sets out to enjoy his new life in Auriel and explore the vast world he helped create, all while trying to hide the fact that he now only exists in the game. Delg will meet new people, take on grand quests, and probably die… a lot. But at least he gets to see his dream, his new reality.
 
This is “Tales of a Dwarf-Lord” a meandering journey of a dwarf exploring a world he helped create. He sets out to explore and discover, but soon realizes that this “game” is now his reality. Join Delg as he finds his purpose in the world of Auriel.",44
12086,Dream to Dream,"""Back in my day, you had to kill your enemies face to face and watch their last breath escape their body with your own eyes! Kids these days are spoiled with this VR crap!"" Uncle Jin reprimanded. ""Luxin, you are the only disciple of I, the Moon-"" Luxin hummed a new tune from Dragon Days, thinking of how he'll repair his old custom Fender.
'There should be a guitar repair shop near the university...'
""-used to rip their spines out first and their soul second."" Seeing the empty look on Luxin's eyes, his anger flared. ""If you have enough energy to think, you have enough energy to move! Fifty more rounds of the [Moonfiend Dance].",7
12087,Re: Draugr (Dropped),"Aevan was a normal undergraduate student, until the day he awoke wrapped in linoleum. He escapes his binds, only to find he’s no longer human. In fact, he’s not even alive…
This is the story of Aevan the draugr as he struggles to adapt and err...""unlive"" in the classiest fantasy multiverse: Wonderland.
[Dropped. Lost all interest for it. Like I said, don't expect much. Hard work betrays none but dreams betray all. Thanks for reading it.]",47
12088,Soulshard: Willbender,"Real Fantasy Online. The flagship product for the latest generation neural-interface headset. Touting: ""The Best NPC AIs"", ""Better than Life Realism"" and ""Total Immersion"", RFO promises to be a virtual world like no other. But when the line between one's real self and one's digital identity becomes blurred, and the ""Gods"" have their own agenda, who is the player, and which is the game?
 
Marcus has played any number of VR games, beta-tested dangerous and unstable systems and lived to tell the tale. He even has a certain amount of fame and influence within...certain circles. He usually disdains the idea of pre-orders and their respective ""perks"" as blatent commerical exploitation, but this time the bonus is too tempting to pass up. The ability to craft your character's backstory and have it integrated into the game's lore is enough for him to sign up for the Early Access program. He isn't interested in being all-powerful. Frankly, he's been there and done that enough to be bored of the whole thing. Instead, he opts to make a character purely for the purpose of having fun. Things aren't quite what they seem however, and his ""backstory"" and character class have implications he never would have imagined.
 
Author Note: First time posting a story online, and I'd appreciate any feedback. Updates may be slow, as each ""chapter"" will likely be in the 10,000 word range and I tend to revise several times before being (tentatively) satisfied. If people seem to like this I'll try to establish a regular post schedule.","3,084"
12089,A Thiefs Tale,"When Artemis steals something for a client, she thinks it to be nothing more than another  job. But when the item she steals ends up with her at a sacrificial ritual, and with her in the place of the sacrifice, she is not happy.
When Guard captain Alyssa investigates the matter of some artifacts that may lead to the resurrection of the old Demon cult of Beez, she finds a young woman being readied for a sacrifice who seems to be so much more interesting than she appears. With a mana pool far larger than any she has seen before, and yet completley lacking in any links to the nobles, she sends Artemis off to the Royal Academy, unkonowing of the trouble she has unleashed on the greatest centre of learning in the entire known world.
As both Alyssa and Artemis dig deeper into the machinations of the cult, one for revenge and one for duty, they discover plots and secrets that could threaten more than they could have ever realised. 
A/N: I have a few different story ideas I've been thinking of writing. I will post a few chapters of each over the coming months (sorry, I'm no super daily realease author ;p ) and whichever one gets the best reaction will be the one I run with.",10
12091,Martial Legend [DROPPED],"Cai Yun, born without soul force and the ability to cultivate seeks a way to join the others on the path of martial artists and dreams of becoming a Martial Legend, a being so powerful that they can shape the world to their image",6
12092,Knowledge and Power,"A lot of ""Reborn/summoned into another World"" stories already exist. And this is just another one of those.
A renowned scientist died and is reborn in another world. While still living within our world he craved for knowledge but therefore was alone. He had no actual experience in actual relationships or anything else like that. And thus he gets another chance in another world.
Most of his memories are still there and in this medieval world filled with adventures and magic he uses his knowledge to build machinery and develope new technology, while trying to socialize.
He even tries to learn magic and invent revolutionary machinaries that are able to simplify everyones work and bring prosperity to the people.  Even though he has a magical aptitude there is a problem with him, which makes this seemingly impossible.
Absorbed in his work will he be able to change and socialize, or will it all be for naught and he falls back into his old habit.
This story is something like his diary and without going too far into detail, experience it for yourself.",16
