Fiction ID,Title,Synopsis,Followers
10012,Monok's Bones: Discovery,"Monok is gone, his soul residing in the moon, to forever look down upon the wolves of the small island.
Until that day when a strange ship arrives, a thing never seen before by the wolves.
Suddenly their world is thrown into turmoil as a forgotten history begins to catch up to them. And the young wolf Kabian is thrown into the middle of this. What happens when wolves and humans meet for the first time in centuries, when both believe the other something from legend, or have forgotten about them all together.",32
10013,Goblin: Tower of Gates LitRPG Book One,"Ever dream of being trapped in a virtual reality video game?
Craving ONE MORE QUEST?
Read on, adventurer.
Sarah, Eric and Josh secretly log onto the new Tower of Gates VRMMORPG and stumble on a world unlike any they have seen before. Swords, sorcery, and intrigue abound. While not planning on staying in the unreleased game long, game life happens.
They soon learn the stakes are even higher than they imagined. To survive, they will need all their strength, courage, and wisdom, not to mention help from friendly NPCs, magic items, and everything else uncovered as they delve deeper into the game.
One more level becomes a matter of life and death.
 
[Author note: First draft. I will post as often as possible. Feedback appreciated.]",69
10016,Life in the New World,"On the Hiatus: I began writing this novel when I was, in all honesty, very bad at writing. I hope to revisit creative writing in the near future and I plan to, at some point in time, revisit this. I am flattered that many people have taken the time to read this story, but it is not what I intend to start with, as it will likely need a hard rewrite in order to correct many of the more glaring issues it has.

Join our hero and follow his exciting adventure through a newly changed world!
 
WARNING their will be violence,  profanity,, and gore in this fiction. if any of these make you uncomfortable this is not a story for you turn around and walk away now!!!",167
10017,Wall Breaker,"Hello, this is my first time ever doing something like this. Im not going to lie, I am still a little new to this writing thing. I hope to write more in the future. It would make me do something productive in my spare time other than doing nothing. In this story, what I tried to do was something meta. It's about a editor/writer who is close to losing is job. He finds a book, but the book isn't like any normal book. The book is alive, it's aware that it's a book and it has lived on for generations. Seeing this opportunity, the main character decides to take his career into his own hands and write a story of his own to publish. However, the pressure of all that he faces makes him Spiral out of control. However, what you read was never real. In fact it's just the story that the main character wrote, he never went through any of it.",0
10018,Reborn with a Spotted Back,"He lived a difficult life, but managed to get by. He then went and died, not understanding why. He started a new life and recieved something that he had longed for. Now a whole new world of opportunities has onpend up for him.",38
10019,Placeholder,Placeholder description,0
10020,Beloved,"Kai, a smart and independent high-school student, continue his day as regularly as possible. Until one day, he met a girl name Gloria who changes his view of life.",0
10021,Challenge Accepted,"Leo, a regular teenager who often gets into fight is confronted with a tough decision in life...",1
10022,Transcended Memory,"Feria and Venus made a trip to the ""Memory Department Store"", a place where u can remove, repair and even replace your memory. What will Feria and Venus do next?",0
10023,Mythra,"In a distant future, in a distant planet, Mtythra found himself trapped in it.
Seeking to find a way out of the planet, he found more than which he seeks, he found a family.
 
My first try on webnovel, feedback is very much appreciated. I hope you enjoyed the story.",0
10024,Trek Into The Woods,"Everything is gone. No more food, no more shelter, and just about everyone is gone. The last of the survivors are huddled in the city library, for it's the last building to be left standing. We have to leave, find some place safer. My new found friend and his wife, her 'girl' friend, and I must travel through the unknown national forest to find life. To find whatever hope is left.",18
10025,Hold the line.,"Daniel was just a regular Army grunt on patrol in a province of Iraq until he stumbled upon a unique opportunity, in the form of an honorable death and the offer of a more interesting afterlife
With the power to make changes in the direct future of the world, the only downside is that he lives and dies on the whims of the Gods. Will his sacrifice make the world a better place, or see it burned to ruin?
Let's hope he can unravel the intricacies of his new life, and work out his own issues before fate grinds him to dust
____________________________
Side note here, I added sexual content and traumatizing content tags because once the MC gets into the story things start to get a bit dark.",124
10026,(Dropped fo now) A terrible field trip,"This is the story of some school friends going on a field trip. Though it's not that simple, on the way there the bus used for transportation is summoned by another worlds gods to help save their world. If you think this is just your run of the mill ' we summoned you now help us ' story, that's where you're right I'm just putting in original (mostly) content, plot, and characters. I'm just here to entertain you so try not to be harsh.",2
10027,The Ten Saviors,A story about people who will change the world...,4
10028,Destiny,"what is destiny? It's nothing but the results of our choice that we have made. Path of a young boy is filled with thorns. relying on the choices he will have to create a destiny that he desires.
 
please give it a try, I can't say much about the story in the description but it's a story about a boy whose situation is somewhat complicated. it's a mix of politics and action. if you give it a try I will be very grateful.",0
10029,Audacity Light,"Space travel with high-tech machinery and time travel. Intelligent man who doesn't care much for emotions, and a girl who may be more than she lets on.",0
10030,World of mutants and cockroaches [Spanish],"Dean had a normal life friends, family, going to school he was happy in his little world. Until one day the world changes because of stupidity and human greed, the earth is ravaged by a terrible virus turns the creatures into mutants.The mutants are terrible savages, cruel and powerful, they are always hungry. By chance or fate Dean is one of the elect who gains power to fight. Now you must choose to fight like a hero or survive like a cockroach.Follow the story",0
10031,John,"this is the story of john christopher in a world where super heroes and fantasy elements coexist
its just a simple story
 
(sorry in advance for my bad english its my 2end)
(tags+Adventure,Drama,Psychological)",3
10032,We are NOT Twins!,"Seeing the person you hate is really annoying, especially when you're living next to each others house in a same compound.

   Hannah Greenvalley is just a normal girl, pretty much good at anything; sports, singing, cooking, dancing, anything you can think of. She is pretty and kindhearted. That is when Alex Penson, a smart guy, talented, kind, and handsome, shows up in front of her. The two of them sees each other as great rivals. One day, unfortunately, Hannah woke up knowing that Alex is living next door in the same compound. People often mistook them as twins because they have the same hair color, same attitude, they lived in the same compound, and same class. This is really a bitter life for both of them, Hannah and Alex.",0
10033,Hero? Again? No Way,"O, Humankind have you heard this story?
A man made full of flesh,
Despite being stabbed in the heart, he will still smile,
Despite being burned over all the body, he will still laugh,
Despite being smitten from head to toe, he will still move,
Despite being torn apart from all his body, he will still walk,
He is the one hated by the heaven itself,
The Immortal Hero
*Before reading, please take caution of the horrible gramma as I am not a native english speaker, there will be a lot of horrendous mistake. Please wear a safety helmet before anything happen.",189
10034,The Son Of Chaos,"Cero,formally known as Jake was an average orphan college student on Earth.Well that was before the world got a notification of its destruction.Jake woke up to find himself in a white room and infront of him was an entity without shape or mass the first thing it said was""Hey son,so i destroyed your planet cause i missed you even though you dont know im your real dad""
 
sup guys im the author and i have no idea how to write a story im just doing this cause i want to tell me your thoughts on it lool",72
10035,Mana King,An 89 year old genius scientist died while experimenting on himself in Earth. This is his story after opening his eyes in different land….,19
10036,Alpha Obsession,"It's not hard to see where the madness began. It all started when a werewolf decided i was irresistable. My life was pulled off the rails and myths became my reality. I was seventeen, but that didnt mean i chose to run away from it all. I won't be the damsel in distress that everyone wants to make me. My name is Jake, and not even the mighty gray wolf will make me his!",6
10037,Modern Day King,Nowadays can a regular person still carve out their own kingdom and reign over the lives of countless others? Can one man still hold sway over an entire nation? The answer is yes! Follow the story of a young man who climbs through the ranks of a small local street gang to his rise as the king of a criminal empire.,5
10038,World Edit!,"World Edit! is currenly being edited. For more information, please wait until chapter 6 is out.
 
I also advise you to not read until chapter 6 is out, as the chapters are messed up.

 
The Names Telsa, TelsaDSlay, (or Telsa Dragon Slayer, but too long) I'm new at this kinda stuff, but as they say, ""Read more, Gain more"" or is it only me? Well I do gain knowledge while reading other novels. I enjoy novels and at the same time, I try to learn from the novels. Anyways. Bye Ya'll and see ya'll in the Chaps!",69
10039,The Lord of Dunier,"Lucas Travos is a college kid living a regular life but always hoping for something more... He is given the opportunity to participate in a game that will challenge his wits, intelligence and perseverence. The game where the few chosen have to build their armies, manage their territories and fight against each other with one goal in mind. To rule over the new world.",20
10040,Ascension,"Attention Reader! These are just Sample Chapters. Please instead direct your attention to my Multi-Volume Story ""Conquest: A Dystopian GameLit Saga"" so that you can read the full story!

Attorney by day, gamer by night. After a heart-crushing rejection, Allan Young blows off his responsibilities and escapes reality into the virtual world Conquest until his HUD starts glitching out. He wakes up the next morning to find that his neurological implant has fried yet again, and he begrudgingly decides to go to the office before he gets fired.
Allan has banked his entire career on one particular securities contract, but when he unexpectedly meets up with his client one fateful morning his entire world comes crashing down around him. He survives an assassination attempt due to unnatural means when a halo of protection surrounds him, and his attacker evolves into a nightmarish creature that could only be described as something out of Conquest. When he wakes up from what he has justified to himself as a crazy dream, he meets a vagrant who claims to have seen visions and prophecies about him. But before he can get a grasp on what's truly happening, he transports through a portal into a world patterned after the game, but has no access to his HUD nor his inventory.
Can he survive on his wits alone?

This is a sample of the 1st installment in a planned 5-book series. You can pick up the ebook of this first installment ASCENSION for FREE on Amazon with a Kindle Unlimited subscription, or otherwise for only 99 cents here.
I will also be updating chapters daily for the 2nd installment DECEPTION here on Royal Road until my planned release on Amazon in August 2022.",56
10041,Ophidian Aspect,"While going about his normal life, one day a giant ship appears towering over his town, and Drake dives into a new world created by the aliens who have taken a liking to the mythology and fantasy of earth's stories.
Faced with the reality of choosing a new race suited to this deadly world, he embarks on a journey to discover his new abilities and tries to make his way through his transformed world.",409
10042,Servitude,"Raised with distorted values, a child becomes acquainted with a member of royalty and ends up becoming her personal attendant.",3
10043,worst of luck,"Have you ever felt like you aren't safe anywhere ? have you ever felt like at any moment you could just die ? Well, nothing that you've experienced will be like our story.
Alice’s stuff -Well hello there , My name is Alice smith, I’m not one of the luckiest persons you might know ...actually my luck is shit , i think a piece of poop has more luck than me , since you asked , i'm a freshman at Tigard high , i don't have many friends because i'm really shy and socially awkward, luckily tho I have  a boyfriend who’s luck is as shitty as mine , but hey at least we have each other, he’s really cute, personality wise he is just like a version of me , but male and not mexican (yes i am mexican surprise motherfuckers ) ,anyways i might have a really shitty luck , but some will call me extremely lucky because of the things i've managed to survive, what you want to know how i look ? well i'm about 5 foot 3 or 4, i'm average fat (idk what that means but k ),i'm really bad looking, unlike my boyfriend, I would honestly call myself stupid AF but somehow i've managed to keep really good grades , not to brag about it but if it wasn't because my language arts teacher is a bitch i would have straight a’s, anyways like i'm a fucking nerd , I'm extremely good at science, and great at math, I of course skipped the easy biology class and i'm in chemistry, my favorite class. My luck might be shit ,which makes me have a bad life most of the time , but to be honest i would be pretty much dead if it wasn't for my boyfriend , he’s always helps me survive through the shit we go through . 
Colby’s stuff- Hello, dear reader, I would like to say a few things about myself before we begin this story. First of all, my name is Colby Blackwell, and I live a very unlucky life with my girlfriend, also living this unlucky life with me. She may be cute and smart, but that doesn't mean she’s lucky. Since you might be wondering, i’m a shy freshman to Tigard High School, new to this school. This high school. Somehow i’ve managed to live this long without my unlucky habits killing me. I’m about 5 foot 6, socially awkward, and ok looking. My grades aren't the best, but i'm pretty good in Math and Science. Joining this school, i managed to skip Biology, going straight into Chemistry, my new favorite class. All throughout my life I have had really, really bad luck with everything, and these are my stories. Honestly, most of these have been with my girlfriend by my side, always helping me survive all this.",0
10044,Rise of the Death Lord,"A boy is born into a world filled with magic yet this boy has none. Watch as he gains power and becomes the Lord of the Dead
 
Warning: Gore, Vilonce and Adult content in later chapters",8
10045,Over-Powered Guy In Another World,"Inspired by one Punch man and fantasy japanese light novels.
 
Im Uriel Sparks, A lazy and carefree guy from america, who is very much an otaku, when I got summoned to another world I decided to get stronger in order to be as carefree as I want. 
That's how I began my workout.
100 push up's
100 sit-up's
100 squats
and a ten kilometer run, everyday for three years.
If only my hair did't fall off, that be wonderful.",75
10046,Final Rebellion,"Removed previous description. Description to be added in the future. This fiction was dropped and is in compromised position for now. 
[Title and description will be changed in the near future.] [Yes, that picture is from WW2 named Stand to Death captured during Operation Bagration.]",3
10047,Polymorph,"""Ever since the incident Magicians and Demihumans roam the streets, known collectively as Alt Humans. At the surface society remains the same, but the undercurrents show a cloudy future. If I want to survive in this new world i can't let anyone know who I am........what I am.""
- Protagonist",9
10048,Dungeon Code,"Excerpt from the Cow River Crossing Dictionary.
 
Dungeon n. A spontaneously occurring intelligent crystalline life form originating from high concentrations of green goo. For further information see ~ types in Encyclopaedia Multiverca.
 
Follow the life of a transmigrated Earthling - as a dungeon core!
 
Yes, not the most original, and my first story.  Please be gentle!
Feel free to comment and rate (I will try to read them all).",164
10050,Selection of The Fittest,"A rewrite of my old story from a year ago – Monsters invaded earth – I decided to fight without weapons! 
As Earth's population reached the threshold of ten billion, the (self-proclaimed) warden appears. He arms everyone with either a sword or spear or bow and starts the selection of the fittest. A program to reduce the numbers. Charlie is someone who never received a starting weapon.",4
10051,Drago the sorrowfull,"A tale about what happens after you come back from another world, a world that a boy so young should not have seen.
Just something I was thinking about as i was falling asleep and thought it would be nice as my first LN.",0
10054,Against All Odds,"Jonathan is a revolutionary mage who does theft for a living. Putting himself against the mighty academies of the western capital was perhaps not this best move, but there's no going back!",1
10055,RE: Books,"A bunch of Reincarnation into beings other than human oneshots by myself.....:)
 
I was the author of Re: golem dungeon. Unlimited wishes...and Day in the life of a ____....I also wish that all of you will at least try out my book even if I don't update everyday it's probably because I'm either doing extra work on it....or sleeping....or reading other books.......so.....here's my book :)
 
-Red",7
10056,Dragon Mastery: Daybreak,"Blake Frostdeth, a native of the video-game universe known as Dracovania, ran away from home to be the first player ever to recover Captain Ravencrest’s cursed treasure. To do so, he must uncover three hidden clues that are heavily guarded with traps and monsters. However, the quest proves to be extremely challenging, and Blake eventually becomes discouraged after failing countless times to retrieve just the First Clue. All seems lost until he lucks upon a young Shadow Dragon that he is able to raise as a pet. With his dragon, Ravage, at his side, Blake now may stand a chance at becoming the first player ever to recover Captain Ravencrest’s cursed treasure.
 
--Author's note
Just want to let you guys know, this story is similar to other LitRPGs, but with one big twist. Most LitRPG’s take place in a Virtual Reality game, or involve the main character being transported to an alternate universe. My main character actually grew up in a video game world called Dracovania. At the start of the book, he’s already been living in Dracovania for seventeen years. I'm still working on this, so any feedback at all is helpful! Please be nice! It's still a rough draft!",17
10057,Midnight Raven,"Ryooka Adenine, declared a failure of a Demon Master at the age of 8 by her prestigious family line.
Found to be unable to form a contract between her and a demon despite having the ability to see them, she was turned into the black sheep of the family.
8 years later enter an intelligent, mummy like demon named by Ryook as: Zero. 
""You have zero power, take up zero space, and have zero uses except to annoy the shit out of me.""",18
10058,What Is It Like To Be Eternal? (Completed),"Actual Word Count: 683 925 Words and 2487 pages.
Under edition. Chapter 36-44 must be edited. Read the red text below to learn more.
Synopsis:
Have you ever thought about what is it like to be Eternal? What does being Eternal even mean? Maybe I can show you what it is that you are desiring. What lies at the center of the universe, when you reach the peak of strength and power? Can love reach that place too, or do you lose your feelings the stronger you get? 
How long can you travel and hold onto yourself, before feeling that you are starting to fall apart, losing your mind to your strength? How long is your road? Your feelings? What's going to win over you? The Darkness and the Hate? The Love and the Light? Or maybe none? Follow me as I show you my colorful yet gray path to eternity.

My Discord server: https://discord.gg/XMSzDPH
Special thanks to my editors. Azorath1234 (70-99th chapter), BlackStarLine and Kaentyr from the 100th chapter.

Cornerstones:9th Chapter - Bonding Through the Night38th Chapter - The Way of Cultivation is a Way of Life54th Chapter - The Universe Is Ever Changing and Evolving69th Chapter - Beyond the bond [Inheritance]83rd Chapter - What I call Art!88th Chapter - What Does It Take To Kill?93rd Chapter - Chasing Rainbows [Loop?]108th Chapter - The Fall of a Creator?109th Chapter - A Family [Descendant]119th Chapter - What Is It Like To Be Eternal?
Detailed reviews:http://royalroadl.com/fiction/10058/what-is-it-like-to-be-eternal-completed?review=132372#review-132372http://royalroadl.com/fiction/10058/what-is-it-like-to-be-eternal-completed?review=153956#review-153956

Both the Novel and the Cover picture are copyrighted. The Picture is a result of my commission.
Cover Art: 
Novel: 
 
P.S.: I'm also hosting my novel here and on Novel Updates Forum. Nowhere else for now!
EDIT: The novel is in rework. The original and the new ones are completely different. Where you see [Edited] it means that I'm done with editing the STORY! Whereas where you don't see it, it's in the old style. For now, I'm editing only the style. Once I'm done with every chapter, I'll run through it once again and correct possible grammatical mistakes. The style will be edited until the 45th chapter.","1,772"
10059,La Puerta de Maltras eng.,"The english version of my story: La Puerta de Maltras... The door of Maltras.
A new world, a new life. After dying, a boy reincarnates in an alternate universe during times of conflict and undeveloped cultures. Swords and magic, an adventure to discover the new secrets hidden in this new universe.
 
Spanish version: https://royalroadl.com/fiction/7331",41
10060,Being Undead,"The first battle of a young soldier's life plays out to be a costly defeat. As corpses lay scattered, feasted upon by the undead, the soldier awaits for his end, but one doesn't come to him.
Due to the powers of the one they had initially set out to stop, the soldier returns to life with his faculties intact as a being on the border between life and death.
Without any ties to the mortal realm, as far as he's concerned, his death only signals the start of his journey.",174
10061,Enru: Accursed Child,"Enru was only one of many others, spending day after day for the sake of the village. It would have continued on forever. Joyful moments she cherished dearly, even if her lips said otherwise.But as she one night fished up something other than a fish, seeming anything but harmful, her peaceful days were slowly coming to an end...And the legends springs back to life in its stead.Follow Enru as she's forced out into the world,unraveling the deep secrets that were better left buried,and discovers the truth of the past.Releases: ~2 - 3 days.",7
10062,Desert Odyssey,"Synopsis:
People on earth are panicking about mysterious disappearances.
While Cults and Fanatics call out the end times, beings that can be told apart by their golden eyes arrive on another world. One man, an ex Sniper is dragged into this fate.",23
10063,The Way The World Ends,"Everlyn Noir wakes up in a morgue with no memory of who she is or what had happened to her however before she can seek her answers she is assaulted by the mysterious BLACKLIGHT organisation, who quickly place Manhattan under lock down. Will she be able to learn the secrets that are now stored with her body before everything she knows and loves dies?
OK hope that was a good description this is a fan fic about ""Prototype"" in case you don't know. Im just going to have fun with this while also trying to stick to what lore there is hope you enjoy!",6
10064,The Lies of an Elfin Queen,"Update: I appear to have once again gotten caught up in an editing spiral and lost the fun of the story. I intend to come back here later, but I need a break from this one.
Disclaimer: I will not be editing this much and this story will have some errors regarding grammar, ad hominum use, and run on sentances. If this is going to bug you, I would not suggest reading the story here on RRL.

Book 1:  Chapter's 1-13
An introduction into the dystopia of Earth, circa 2251. Herein we meet Magpie, our heroine, and are introduced with her into the new world that is Dragon's Dagger Online. 
 
Book 2:  Chapters 14-26
Herein we are given a glimpse of the world's darker truths, even as we are thrust into DDO's mounting, racial conflicts as a rising player in the political game.
 
Book 3:  In Progress
In which we detail the fortification of the Living City and the legendary quests of an Arch-Druid. 
 
Forward:
by Magpie Frost:
""Coming of age stories are so passe, aren't they? Your average 'every man' is thrust into the world of adults, sometimes even the world of heroes, bringing the reader along for the ride. I always found the idea somewhat wistful, myself. Not the idea of a blossoming youth awaking to the promise of adulthood, but rather the idea that these trite 'every-men' with whom we are assumed to identify are representative of what the average reader will be.
""No, I am not your 'every man'. I am not the farm-boy with the poor family and the wizened old man to guide me.
""I am not, even, your average princess, pure and innocent and lovable. With big blue eyes and strawberry hair.
""No, dear reader. You will not relate to me. You will not love me. Hell, when you find out who I am and what I have done, you probably won't even like me. For I cannot promise you warm feelings or happy memories should you choose to read my tale.
""So I will promise you only this. I will promise you blood. I promise you horror. And I promise you that, should you stay with me through the end of my tale, you will never be able to see this world the same way again. 
""Until next time. Adieu."" 
#BlinkTwiceIfYouNeedAnAdult; #DaddyIssues; #LitRPG; #WomanMC; #KindofaHealerSortOfNotReally; #BeAnythingYouWantToBe-WaitStopNotThat; #LiberalConspiracyToStealYourUnderpants
#ThemeSong",335
10065,DROPPED,"DROPPED
One night, Unli meets a strange man who may or may not possess the most beautiful eyes; a pair so strikingly deep that one can almost drown in. He clearly does not belong in the dirty slums, not with his ripped, yet distinguishable clean-cut suit. 
One can only question themselves: who is this man?",0
10066,"Bloom, before you Wither Away - Poetic Version","Author's Note - This is the 'poetic' version of what is to be a ""short"" story - so far, it is open to interpretation as to how it correlates with the storyboard that I am planning out. The work of fiction that I aspire to write will also be something that emulates the style of old classics, so readers looking for the usual xianxia/JP LN type book, please be forewarned before you wind up disappointed. 
------------------------------------------------
Ruminations, regrets, and recriminations.
What was, what is, what could have been.
Vestiges, traces of the now meaningless past
are the only fragments that piece together
this shallow husk, this empty vessel that drifts ceaselessly
what binds the past, present, and future together - ?
 
I can't say for sure that I truly know.
 
But I hope that, in the end... there will be something beautiful.",0
10067,"Bloom, before you Wither Away","Everyone has an inner pain caused by a tragic event at least once in their life, that defines them as an individual and helps them grow as a person. This inner sorrow is usually conversed about by the affected with someone close to them in order to provide an emotional catharsis, and to come face-to-face with the realization that they are maturing and growing older. However, if this agony is left repressed, such sorrows are only magnified and aggravated from the resulting internal turmoil, which could ultimately lead to mental instability, schizophrenia, or depression. These times of trouble, where one would experience their first real sense of grief, are prevalent during adolescence - especially during the phases of high school. Psychologists are the ones vocationally trained and chosen to do the job of protecting a person's fragile psyche, and with the rate of suicides among youth shooting up, this profession is more important than ever before.
When a respected psychologist is reminded of his own childhood trauma and despair when he meets a group of students disturbingly similar to himself ten years ago, a tragic tale ensues as he slowly realizes how their lives are intertwined, and the strings of fate and destiny converge as he tries to remedy past wrongs and find peace within himself.",0
10068,The Ascendancy of Humanity,"Many believed that humanity will one day reached the stars, maybe even beyond. 
What if humanity did so in the future and moved on?
What if you are the only one left behind to deal with humanity's ascendancy?
Follow the extraordinary journey of a young woman as she struggles to find her way back to her people in a time and place when her people are now considered Gods.",113
10069,Fools of Fate,"One boy survives an ordeal. Another man is killed by one. Their fates become twisted around while those who lurk behind the scenes plot and scheme against them.
What happens when one stranger helps another live with himself, only to be put in his friend's shoes?
""At least it is far away from that damn princess...""
This is their story. This is his story.
=Warning! Chapter 9 has content that may be considered extreme for some people. View at your own risk.=",72
10070,lol dont read,"bad grammar alert!!!
i made this for meh self",0
10072,The watcher of universe and stuff.,"The most devastating thing to an eternal being must be boredom. If nothing can change you, how can you yourself change? Sometimes you have to learn that the hard way.
 
I should point out that there are multiple lead characters and they will all have their own personalities and motivations. While the story will focus more on our MC Trey, you can expect multiple POV switches. If you do not like POV switches, this might not be for you.
 
My first book. If anyone will ever read this, be so kind as to leave a comment. Even, if all you say is an insult. As long as I can improve this work by your comment, it's all fine.
 
One thing’s for sure. I will keep writing as if my reader can handle curse words without curling into a little ball and repeatedly saying: ""Leave my safe-space alone, you monster"". Therefore, you can expect some profanity.",11
10075,GhostBlade「鬼刀」,"In Neraland, 200 years of peace have passed since ""Adam's Heavenly War"" between Humans and the Feather Race that came from the realm beyond the Heaven Eye. Ostin, the Savior of humanity, demands Yan the Ice Princess to be taken into his custody as her existence might be a sign of the dreaded Angel's return.
However, fate had other plans... 
Ghostblade, a mysterious warrior of unknown origins encased in bandages, appears and foils the capture of the Ice Princess. Together, he and Yan now travel across lands in search of the truth of the past, and their destiny.
 
If you like my adaptation, kindly support the author's indie work:
WLOP's personal page:   www.patreon.com/wlop
For the comic, please go to:   tapastic.com/series/GhostBlade
Cover page source:   chasingartwork.deviantart.com/
 
Disclaimers can be found in the chapters, no copyrights intended.",2
10076,Reincarnating as a Tree?,,33
10077,Dekus hero academia! Not mine...,"Spoiler: Spoiler
 
Hello there your resident otaku marissa clearwater here and umm well i died by *sighs* him yknow him that man himself and well something pretty interestings gonna go down ahaha well just read this and you'll find  out!
 

 
Btw this is my first fiction ever and likely really amateurish soo yea dont expect anything and please comment for any criticism and i hope you'll like it as much as i do!",0
