Fiction ID,Title,Synopsis,Followers
11025,The introduction of magic,"Magic- a mysterious force that can create miracles, disasters, and just everyday convince.
I'm a very very noob writter thats writing this on a whim for just the purpose of satisfying my curiosity.",10
11026,Wonder Baby,"A man reborn as a baby, where even opening a door requires thought . A true struggle for a baby to find his place in such a large world. This Fantasy world is one of great delights and dark paths that make it hard to see who is a good person?",16
11028,a questionable persons questionable look at life,"so what happens when you give up
feel like everything is enough
as if youve fallen down
as if your just about ready to drown
 
will you die here?
will you stay mere
a voice questions your soul as you tear
 
and as you cry
in the waters in which you die
maybe you'll see a light
or maybe you will sleep forever after tonight",1
11029,The Night Watchmen,"In a fantasy world where magic and wonder exists, there are also monsters that haunt people's dreams.
But never fear! For the Night Watchmen, in all their ineptitude, work tirelessly day and night to protect the commons folk from such monsters. While the heroes of legend go off on their epic quests to defeat the demon lords and monsters, to bring peace and prosperity to the entire world, they rest assured that the Night Watchman will protect their homes.",0
11030,Rising Spirit,"A young man knowing only slavery all his life is given the chance of a lifetime to earn his freedom. With no choice will he run, follow this death path, or will he follow the path of a warrior!",4
11031,Prince Of the Abyss,"Jackel found a site on the web that refers to themselves as the Order of Luminous Knights. The recruitment message read:
Do you believe in the Father sun, the Mother moon and children of the stars. All things that shine and illuminate the abyss of the vast space. Are you brave enough to unveil the mundane, die for the truth and return to light? We are knights that carry the lantern, and magicians that weaves reality. If you stumbled upon this message, you have but two choices. pass it off as folly, or join the holy.
After deciding to show up to the meetup, what does the future hold for Jackel?
 
I do not own cover photo.",23
11032,The Power In One,"This story takes place in a universe where people can cultivate to become stronger using energy in the atmosphere. However, this world is in the beginner stages of cultivation and thus most people require a weapon to use their abilities and powers.
John Alakai was unfortuantely born with all his Energy Gates closed, prohibiting him from cultivating the Ikehu Energy in the atmosphere and mastering the way of Swordsmanship. 
One day at the age of 15, John's mother hastily hands him a sword and instructs him to never let anyone take it, before she was brutally struck and murdered by her husband. John immediately starts running, but is suddenly struck by strange bolt of purple lightning. 
He is sent to another continent and meets an individual who gives him the ability to finally cultivate the Ikehu Energy. 
This is John's journey to becoming a formidable swordsman through the aid of this mysteriouis individual in order to avenge his mother by killing his father.",3
11034,Kai wang a villain who succeeded his life !!!,"Kai wang walked thinking of his dream of conquering the world, all of a sudden a door appeared is-i ...
Will he finally be able to realize his dream (° _ °)
{2000 characters for each chapter, English is my third language would be cool}",1
11037,City dungeon,"A fan of Simcity gets hit by lightning and thrown on a new world with the body of a dungeon core. But he doesn't want to be an evil, soul eating monster master but building his own city. And so he becomes a city dungeon.

PS: I'm not a native speaker so have some mercy on me","1,529"
11038,World filled with Magic,"* Bad English confirmed , without any Editors * 
____________________________________________________________________________________
 
In a medival world , where strength is the only important thing to rule , a fellow named Mike is pursuing the power to change his fate . Born as a cripple he was despised in his childhood . However it seemed that fate wasn't so bad to him . he got accepted into the royal academy due to him having 3 special abilitys .",16
11039,Insatiable Hunger,Story about a guy named axel trying to survive in a post apocolyptic setting with his insatiable hunger. Facing horror after horror the mc will grow through constant challenges and will do anything to quell his everlasting hunger in a world of equally hungry creatures.,14
11040,Reigner Z,"In 1985, a portal opened, connecting two distinct worlds, Earth and Deymous. A small incident made way for the End War, a massacre that took the lives of 75% of both worlds' populations, forcing them to come to an agreement for coexistence.
That was 50 years ago.
Now in 2025, rumors that another End War happening are on the rise, and it's up to a group of eight individuals made up of both of the worlds' inhabitants to put a stop to it.
They call themselves The Reigners, and they are the only hope both worlds have to keep the peace alive...or die trying...",2
11042,Dreamscape (Working Title),"Ever want to change your life? Ever want to become someone new? Ever want to let your desires be unleashed? For any real change a trial must be done. For any real change struggle and pain must be endured. And what you find at the end of the trial, may not be what you expect.
This is the case for Alex Cooper. An engineering student struggling to make a name for himself in the world. One day he gains access to a trial that will completely change both him and the world he would find himself entering. 
 
This story was inspired by several new fictions i have read lately, one of which is Aquiring Talent in a Dungeon which i have used as a template for the first 3 chapters since i am not very good at starting my stories. However it is only for the first three chapters and will change into a completely different story afterwards.
Please note that I am an amature writer who is going to college so i won't really have a lot of time to write. However i will try to keep this story going for as long as i can and any ideas or help that can be provided would be greatly appreciated.",11
11043,The Four Masters,"Black void above, white sands below. Las Vegas, Nevada has become a battlefield. There, arcane and supernatural beings of godlike power fight their eternal proxy war. They use unwitting pawns and powerful warlocks both. They are junkies for power, drugs and the thrill of the win. The pawns and knights dance through the mad machinations of their patrons. These warlocks are all sure of their independence. And are all wrong. 
One of these great powers, the Emerald King bears the honor of being the most insane of them all. The twisted being from beyond the sphere of stars has set its devouring gaze upon the city. Even now it is moving its pieces on an invisible board.
Adam Whateley is one soul with bad judgement and arrogance enough to accept the silent whispers of the mad god inside his dreams. As the last pawn of the Emerald King dies in battle, Adam gets dragged into the mad underground of Las Vegas that never was. 
This is where the story starts. The legions of hell, the courts of fae and the Devil on the Crossroads shall not stay out of this tale. Be a part of it, lest it spins out of control.",1
11045,The Daily Lives of Ordinary High Schoolers,"Human lives are transitory, and most of us will never make a mark on the world.I, Eric, am just a high school student. But I already know that I will never be the next Einstein or Turing. And yet, even though I know I won't make a difference to the world, I still try. Why? Because it makes a difference to me. And for me, that's all that matters.
 
I am dropped on fictionpress (check my fictionpress page).",0
11046,"AlterGame, Book 1: The First Player by Andrew Novak","THIS IS ALTERRA, where you can be the master of your own castle... or a field hand on a farm.And this is Jack, who wants to make his way to a different continent, hidden in the virtual mist.And this is an ancient quest line, buried under new versions of the game.Jack's goal: create his own guild. Buy a ship. And set off on the Great Journey. The journey of his life. The dangerous Gravediggers are not the only ones opposing him. Necromancers from sinister Nightmare, elite alpha-citizens, and relic hunters are only a small fraction of the enemies that the First Player will have to face.In the perilous Wasteland, the drifter Jack finds an abandoned truck, where an old-world game console is hidden. This moment marks the beginning of Jack's path to the lost continent, hidden in the virtual depths of the colossal Alterra. He still isn't aware of the enemies standing in his way. Not only are the guild of Gravediggers and the sinister necromancers of Nightmare against him, but also the secret masters of the game world themselves. The discoveries of ancient quest lines, long buried under new versions of the game, give Jack access to the Dark Service. This is a special branch of character development, which is no longer available in the modern version of the game. Now Jack, the messenger of a great Goddess, possesses a Night Weapon, and is venerated by an entire race of NPCs...Just how will this road end? And it does indeed have an end...
------------------------------------------------------------------------------------------------------------------------------------------
Chapters from the book are published on RRL with author's permission. © Andrew Novak, Magic Dome Books.
For additional information, please, visit www.md-books.com",41
11047,Yin Yang Convergence,"The universe consists of Yin and Yang. Happiness and Sadness, Male and Female, Sky and Earth, Life and Death, Fate and Destiny. When the Yin and Yang converge once more, miracles happen.
A soul reincarnated, a new life born, together they will go on a path to find the mysteries for true immortality and there, a true legend is born. This is the story of Ronan the Converger.
*****
Hello, I go by the name DragonX here in rrl. This is my first story so I hope you forgive me for all the grammar and plot holes that I may make. This is also a chance for me to improve my English.
Anyways, as you can read, this will be a xianxia/xuanhuan novel. One thing for sure I'm not going to do is go apeshit on cultivation like Martial God Asura and Coiling Dragon where they can still cultivate even when they are immortal, instead I plan to do it more like TJSS work where immortality is the end of the cultivation.
Lastly, this novel will have lots of sex. It is important in the story but the sex scene will be put into side story marked with ""0.5"".
Thank you and that is all. :-)
:-)",3
11048,Crawler,"The last thing on the planet.
 
(A side project)",0
11049,EleMenTaLenT : A Dungeon Keeper's Tale,"Do you think that Dungeons are like a field to harvest?
Well, that may be right in many cases.
But if so, who had sown the seeds?
Are adventurers harvesting resources more than enough for themselves? 
Is there a much darker motive behind, driving them into reckless attempts for conquering dungeons?
Who are the people behind this conspiracy?
Are Dungeons made for adventurers to strip of their resources and enjoy the experience and prizes for conquering them?
Or is it an ecosystem with living things that have blood, tears and family just like our homes?
Perhaps the story of Dungeon Keepers will change your perpective of how Dungeons work and how the world truly operates.
Which side are you on? That's up to you!
Welcome to EleMenTaLenT, or should I say, Heaven On Earth?",11
11050,J-u-s-t smile.,"All you have to do is smile. That's what you have to do. Smile. Always.That's how you live life. If you smile you live if you don't you don't.The main character is named Timmy. Timmy likes to smile. The story is about his smiling adventures. 
 
(So this is kinda one of those ""Not so serious"" stories if ya hadn't realized yet.)(If the site doesn't do it for me here's a warning: Gore. Death. Curses. Profanity. Any kind of bad concept that seems interesting to write about at the time.)",0
11051,A Dulled Blade,"After a lucky break and an unfortunate mess, our main character, Phillip Tethers, find himself without a job, but a lot of money.
A new VRMMO was being released with the title of, ‘Forged Path’. No one really knew what it was going to be about, but everyone was promised one hundred percent realism. It would be the same as if you were actually there.
Follow Phillip as he journeys through Forged Path with friends and loved ones. It will be a slow journey to start, as he figures out his life, but will spend more and more time facing the new path that is ahead of him as time goes on.
Extra tags: Alternative magic system, Unusual love interest, First-person, Unfair world
Disclaimer: I do not own the cover image, but I did edit words in using MS Paint.",84
11053,Martial Rebirth,"*Not reincarnation!* *Not Xianxia!*

Chased into a forest by denlinquents, young Shin faced a crisis like never before. He was pushed all the way to the edge of a cliff, and then in an attempt on his life, he was pushed off, into the dark abyss below.
However, he did not die, but woke up in the hut of a legendary master in the world of martial arts, with missing memories.
What will happen with young Shin? Will he return home, back to being the weak target he always was, or will he rise above, and become strong like no other? Will he become the disciple of the legendary Master of martial arts, Shou Atsutaka?

This is my second work, which I'll be writing as I take a break from my other story. This is not a xianxia story, or anything like that, but a story about martial arts. It's heavily inspired by the anime/manga ""History's Strongest Disciple, Kenichi!""
Shin's master is based upon Isshinsai Ogata. However, that's not to say it'll be like Kenichi. Shin won't really be the good guy, which is to be expected, since his master is based on Ogata. Also, please don't cringe on the japanese names. It's not actually set in Japan, and Shin is only half Japanese anyways.
Hope you like it.",15
11054,The 7 A.M. Bell,"If you were given the chance to go back and relive some part of your life would you do it? A deadbeat 24-year-old didn’t get the chance to choose. Sent back 7 years into the past to his third year of high school he’s to relive it…
 
Perhaps he could fix something?
 
/[]/[]/[]/
Hello! This is a dialogue-heavy and most importantly, a slice of life story. No magic, no action. I hope you enjoy!",1
11055,-,,9
11056,Arum: Reconquering the Dungeon World,"Three lives, each with their own paths and stories. Will they manage to conquer the world of Arum? Or will their differences destroy them and lead to an all out war?
 
 
Author: Hello, Ringecid here... actually, jk. This actually ain't the main author. Currently, the main author is no longer (for now anyway) able to continue the stories that he/she produced because of life (College/university). He/she told me that he/she may start back as soon as she's/he's finished, but... I honestly can't wait. So, As a friend whose helped her/him in making many of these stories, I will be continuing on his/her legacy... kind of. I already had permission to use her/his original source materials, so I'm basically writing everything in my style.
 
P.S: like the previous author, I suck with names, chapter titles and the synopsis.",18
11057,"Yes, I died. But that was millennium ago, okay!?","Synopsis: A synopsis to a fairy tale.
A thin book, previously lying on a table, suddenly danced in the air. No strings, no hands or any visible force affected it in any way, but as if disregarding gravity itself, it flew to a point, then levitated in place.
The front of the book depicted a hill-top scene, with moody weather out-shadowed by a figure in ragged clothes. A title outstretched above boldly said 'The Sixth Sage' in a blood-red font.
Upon whatever force affecting the book opening it, a small story was inscribed. Skipping the contents and the obligatory 'based on a true story', the invisible reader opened the first page of the story, reading as such:
'Prologue:
The was once a world, plunged into an abyss of abuse and corruption. Demons and devils conquered sentient mortals with the ruthless annihilation of any significant cultures, humans, elves... Even the Orcs weren't spared from such a merciless fate, but, for those left living, things became far worse.
Generations upon generations of these demonic scum enslaved such beings, each building closer to absolute dominance over their subjects, by any vile methods available. Unfed physical labour, beatings and a constant robbery of lives and possessions were daily occurrences, especially for the poor minors of the society.
'No members of a race are completely the same.'
This ironic lie was said to such lords who, after fulfilling their share of violence, dared to force their 'possessions' to have compassion.
However, in an unforeseen twist, such an exception lead to their downfall. Not a demon, a beast-kin whose mastery of the magical arts, perseverence and flames of revenge extinguished this oppressive empire, wiping them off the face of the planet. And in replacing it, brought freedom where none could fathom it.'
After reading this in a blink of an eye, the page flipped in an almost perfect transition to the next page.",3
11058,The Martial Battle Soul,"The mind may crumble,the spirit may break, the body may rot and turn to ash. BUT THE SOUL IS IMMORTAL UNBREAKABLE AND POWERFUL.  DESTROY THE CHAINS THAT BOUND YOUR SOUL UNSEAL THE HIDDEN POWER SLEEPING WITH IN! WRECK HAVOC UNDER HELL DESTROY THE EARTH BETWEEN AND PIERCE THE HEAVENS ABOVE!
 
          A man betrayed by the people who he once protect and is one of the few people in his world capable of harnessing the power resting inside his own soul, dies after helping freeing the enslave race's. He though that that was the end, not knowing that it was just the beginning! 
 
 
 
 
Hi! Guys. This is my first story that I've ever written.              So I hope that you could help me improve by giving me advice and by criticizing my work.  Also could you kindly or brutally point out my wrongs like wrong spellings or grammar if you have the time or energy to do so!
Thanks!",1
11059,A World Reborn,"Tell me do you live so that you can enjoy life or do you live so that you can escape into another world of books, movies and games? There is something fundamentally wrong with a world if its inhabitants have to escape it by means of fantasy. However, what if reality became fantasy and your actions have consequences, would you still like it?
follow John as he adventures through perilous dangers, deceit and death in this reborn world. 
 
This is my first novel, so please be gentle with me. There might or might not be sexual content, depending if people want it, but I still put up the warning for now.",175
11061,Where evil resides,"Transported to a medieval world, our protagonist discovers that every time he dies, his soul goes back to the beginning. What is his mission? What is this world? The truth awaits his discovery.",0
11062,Tea-Thricea : Anathema,"Ren is a troubled girl that cursed her 'bad luck', one of major reason why she is stranded in the 'dark side' part of the world. Now just if she could keep looking out for her  little brother's free reign of terror (and trying to make him a vigilante hero instead), secure her family from all threat and find true friendship, or maybe bit of romance along the way, life would be better...
Warning : Bad languange, Fast paced story, lots of psycho-ish tendencies, Lots rambling involved.",0
11063,Witch of Andania,"Laura Alexandra Muriel is the willful 16-year-old crown princess of the island kingdom of Andania. Endowed with breathtaking beauty and well-versed in both the twin arts of magic and the zither, she’s the gem of the imperial family.
However, the golden age of Andania is long past and the weakened nation is besieged by the northern protectorate of Vaishya and threatened by the southern slave empire of Saadian. As the flames of war ignite throughout the world and Andania teeters on the brink of destruction, the nation’s survival demands the ultimate sacrifice from one to save the many.

A civilization with two opposing systems of magic.
Ancient Magic: Wielded only by Andanian witches, emphasizes innate Talent and self-sacrifice for higher magic (Talismans, Song).
New Creation Magic: Preferred by the high gods & the rest of the world, requires sacrificing the life energy and blood of others for higher magic (Spells, Incantations & countless other forms).
 
A world with two antagonistic superpowers and an island nation forced to the brink of extinction.
Protectorate of Vaishya: The world’s largest trading union. Calcutta, the capital is the wealthiest city on earth, and ruled by the benevolent Zimran royal family, who seeks to establish a trading monopoly on unique Andanian magic.
Empire of Saadian: The world’s mightiest slave empire. Riyadh, the capital is the grandest city on earth, built on the backs of countless slaves, and ruled by the Immortal Emperor Xerxes, who seeks exclusive rights to the immense military potential of unique Andanian magic.
Andania: In its golden age, its unrivalled magical wares were famous throughout the known world. Magical artifacts with unimaginable power, flying fleets of steel, and enchantments that rivaled the divine blessings of gods.
But today. An aged powerless king clings on to power with his two young daughters, the last of the ancient witches of Andania. And as the fleets of both Vaishya & Saadian crest the horizon, the survival of the nation is threatened as never before.
 
And two princesses that simply wanted to spend a happy childhood together in peace.
Laura Alexandra Muriel: The willful & stubborn elder sister and The Witch of Andania, the title granted to the most accomplished witch of her generation. Her sworn duty, to sacrifice even her very life, to ensure the safety of her people. Her greatest love and lifelong competitor, her dearest younger twin sister.
Lily Alexandra Muriel: The kind & supportive younger sister and the undisputed genius in the zither and song. Her only wish, to live in peace and quiet with her elder twin. Her curse, a power that could doom an empire to desolation.
 
What’s the worst that could happen?
A forbidden Tower, that can grant any wish. A forgotten Species, resides within the darkest depths of the seas. An ancient Serpent, plots to usurp the remnants of the high gods.
Powerful witches, desperate wishes, lost memories. Immortal emperor, devious archmages, blood sacrifice. High gods, undead diviners, hidden costs.
Will the mortal witches finally triumph? Will the Immortal rule the world? Will the gods survive the serpent’s schemes?
And what about that cute fluffy kitten? Will she ever have her heart’s desire?
 
Tags: Fantasy, Action, Tragedy, Romance, Comedy, Adventure, Strategy, Magic",42
11064,Vampire Hunter(Canceled),"I am not going to water down this story for you, I will explain to you the horrors of my past in hope to bring to light the society of vampires, some of my actions till this day still haunt me on the choices I had to make, and the horrors I have witnessed.
 This story is not for the faint of heart nore is it for those that think I am still redeemable, I have already lost my self to my own horror's I pray that you do not lose yourself either, for this tale will make you question your own sanity, I warn you to not pick up this story for you may lose yourself, please forgive me if I can not righfully explain my story but I warn you once you pick up this story they, will come for you and there is no stoping the coming darkness that will ingulf your soul.
I pray that you read this warning and take my words to heart. For my name is Gregory Hallow
May God help your damned soul, in the name of the holy father, and to the holy Christian church, Amen
 
 
 
Hey guys to those that read my other story The Journey Of A Scarecrow this book is not like that book it is going to be a dark fantasy at one point I may intersect the book but there will be No stats or such just a hello, I will try and make this story as dark as possible for you all that like humor and happyness this is not a story for you do not blame me if you don't like this story, also this isnt one of those lubby dubby vampire love storys, The MC will be killing alot of vampires or attempt to and vampires are evil so yolo. WARNING there will be gore cursing and traumitisng content.
The  MC will face problems there will be no huge plot armor to save him from a nuke and make him pretty again he will probly be disfigured. There is a bit of magic tho walla hope you enjoy the story",4
11065,A Tale of Men,"Small acts, achievements and failures are the seeds of tomorrow. They grow forth and intertwine the lives of many. Let us hear the tale of men.
----
Author's comments: 
The story is unplanned, I do not have a fixed schedule but will try to update every thursday and saturday evening (CST). I mainly want to work on my writing, corrections and suggestions are welcome. My guidelines for this story are to focus on good character development, and keep powers sensible. The aim is to keep the action driven by the decisions, consequences and wit of characters.
Each update will likely be around 500 words.",0
11067,Trinity Z,Dropped ~,1
11070,Sicarius Veneficus,"Synopsis:
2017
Edward Hillore.
He was a orphan that was a adopted by a sexy woman on her mid 20's while he was 16. Waht he didn't expected was that the woman was a highly trained professional assassin looking for an heir. the next 5 years were a mixture of hellish training and lovely breaks. What? A woman in her mid 20's with unsasctified sexual urges and a sixteen year old boy in puberty, what else did you expected? Anyway, after the 5 years of training they started doing jobs together.
That is, till that fated day where... Oh, whatever, long story short, they tried to do a bank heist and failed and thus decided to kill themselves to not get caught since they wouldn't be able to escape and due to a promise. And as a nasty last laugh they exploded the bank.
But what Ed didn't expected was what existed after death. 

 I'll try to update this on a weekly base(sometimes I'll not be able to because of school)
I'm Brazilian so english isn't my mother language, so sorry if there are lot's of typos and/or wrong phrases.
This is my first novel and I'm doing this for fun and maybe for future references, so don't expect that I'll finish this or that it will have lots of chapters okay?(but I will try).
I don't own the cover art. I picked it on google.
Looking for proofreader, if interested add me on discord: #4016
(there should be only one result)",68
11072,The Child of Obsidian,"Dourgan, a rare Black Dragonborn, is a mercenary who is surprisingly polite in a country were they are feared. As a mercenary, not many contracts put him off, but soon he will he called to defend this country against something that could threaten the entire continent.",8
11073,Last Howl,Humans are greedy by nature and whem they found that Hank had an amazing mana pool he became a guinea-pig againt he's will. He hate humanity for what they've done to him and he will have his revenge.,21
