Fiction ID,Title,Synopsis,Followers
13029,Overlich,"Synopsis: Cultivation is to aim for absolute Apex. Elder Lich Jhinn Fressa with his brother Demon Goat Strin Fressa aim to ascend the highest realm and collect all god tier weapons to qualify in the heaven realm. Due to the heaven's curse and the combined attacks of immortals they fell back to their world. However, there's something the immortals don't know and now the furious duo are closer and will climb back to claim their dreams again.",5
13030,Dragon of the North,"A young man that seems like any other harbors a secret. In addition to the normal world, he belongs to a secret world of Murim where strength speaks and the one with the bigger fist is always in the right. Through out history, Murims have kept to themselves and the gevernments haven't dared to provoke them either but a shadow of Murim can be seen in the dark side of all historical events. 
This is the story of a young man that struggles to stay as himself in this world and at the same time try to lead a normal teen life and have friends in school, find a girlfriend and in general enjoy life. 
However, a storm brews as a School that was supposed to have been destroyed decades ago starts stirring up trouble again...",0
13031,Maxcifer,Demon King Maxcifer,1
13032,Frozen Heart,"In this world. 7 races which is humans, fairies, sea creatures, beasts, angels, demons, and divine beings. Only 50% of the population of the seven races except divine beings have magical power. There is six elements, which is fire, water, earth, wind, light and darkness. Humans commonly have fire as their magic, fairies commonly have earth as their magic. Water for sea creatures, wind for beasts, darkness for demons and light for angels. 
While the divine beings can control six elements. The divine beings are the ruler of the world, however when battle suit is created. Only the six races, humans, fairies, sea creatures, beasts, angels and demons can use it. There was a war then after the war ended, a peace treaty was signed. As the battle suit made the six races have equal power against the divine beings. It is very rare, 2% to be exact for the six races have different elements other than their traditional element. However, the six races can only master one element. 
Ranks are very important in this world, the higher rank you are, the more wealthy and powerful you are. You can take the test, with the requirement of being older than 10 years old. If you passed the test, there will be a battle royale. A death match until there is 100 of you left. The people who get killed in the battle royale is resurrected. The 100 people have to do challenges and battles, how much points have are how they are ranked. The top 10 people are really respected.",3
13033,The Eternal Tomb,The story of a man who knew something which no one else did.,4
13036,Rebirth: Rise of the Slave Master,"Synopsis:
Rick Nelson is a man who thought he had conquered the world, that is... Dream World Online, mankind's first and most successful VRMMORPG. His fate changes, however, when those he trusts most turn on him, crippling his chances for future success. Faced with a sudden and tragic death, he is shockingly reborn. Now in the past with a chance to do everything over again, Rick learns an important truth:
Cold or not, revenge must be served!
Willingly embracing the path of darkness, Rick embarks on a journey that will take him beyond the realms of good and evil, right and wrong, and onto his own legendary path... the path of the Slave Master!
So begins the tale of a game-obsessed loner as he is inevitably side-tracked on his road to revenge!
May Also Include: A hopeless attempt at Comedy and stale, tired Romance tropesWarnings: Some Strong Language (PG-13)
 
A thoroughly unoriginal, yet (hopefully) entertaining story that will give you hours of enjoyment!","1,567"
13037,A wolf's helmet,"This story is a mix of mythology, mystic and my fantasy. It tells about a small group of unbeaten soldiers.
What does immortality mean?
What is death?
There are also those philosophical questions and maybe you can find the answers of them by reading it.
There also lots of symbols from mythology and poetry.
If you love mystic, fantasy and philosophy, just try it.",0
13038,Honest Heart.,"An old man die from old age, only to meet an unexpected fate in a world full of fantasy.
  
Author's note : I am telling a story as well as trying to improve my level in english and writing style, therefore every correction is appreciated.",0
13039,Warhammer: Dropped Story,"Miyamoto Hisashi, an 18 year old male is an avid fan of the warhammer series, especially the lizardmen. Upon his last breath, his mind is crowded with the thoughts of lizardmen. As his vision darkens, he finds himself in a white room with a glowing white screen in front of him that said, ""Soul Character System"" with his new body in a fantasy world full of unknown wonders, he lives as a being made for war.
His name now not Miyamoto Hisashi, but Ozduch, a new race of Lizardmen.",14
13040,The First Realm,"Frank Richland sometimes dreams of being a character in one of the video games he plays or the fantasy stories he reads, but he never expected to be come the leader of his own country and the master of a realm.  Frank is not given a choice by the mysterious system that kidnaps him during a relaxing walk upon one of the many paths around Austin.  The system warns him that other Realm Masters will try to conquer his realm which will kill him.  The only path to survival is to build a strong empire, to become a powerful psion, and to grow as quickly as he can.",38
13041,A Sage's Different World Logs,"Without any warning signs, I suddenly found myself in a place that's not my room. Looking at my front, left. right, back. up and down, I concluded that I was in a forest. What's more, I wasn't in my own body anymore! Well, I already considered this body to be my second body because of a certain game though. Well, for now that's not the case, Judging from the above descriptions I managed to squeeze out of my dried up brain. I think it's safe to assume that I'm not on Earth anymore.
First is obviously because of the body and the forest. The second one is kinda special. You see, it seems like I can use magic here. Furthermore. the knowledge of what to do and why I can do it is all stoed up in my head. So, don't blame me for thinking that I am no on Earth anymore, okay?
Ahh, also, because of my shut-in nature, I decided to live inside this forest though. I have been a shut-in for one and a half decade already. So meeting up with unknown strangers in an unknown world with an unknown culture and language feels kinda hard. 
No, let me be blunt. I-M-P-O-S-S-I-B-L-E!!!
So cut me some slack on this one. With that said, time to hole up in the middle of a forest!
After a while of immersing myself in magic research, who knew that 3000 years had passed by already.
Nn? You wanna know what I did during those 3000 years? It's simple! I fought against monsters with my magic, did some reasearch on magic and got blown away by my own magic! In short, I was doing some magic stuff!
As for why I'm still alive after 3000 years, don't ask me. I don't know. Maybe, god did something. Anyways, after living for 3000 years on this world, maybe it about time for me to explore the world and see some nice views.",56
13042,"The Greek Apocalypse Volume 1: Sweat, Blood & magic","Just a hot day a college student that finished his year in college decided to stay a few days before he goes home but it was probably his worst idea. Now he has to fight to survive away from his home that is so close to him but now so far away, teaming up with normal people to survive a not so normal apocalypse by creating a community in Katerini. Is it time to survive the Greek Way?
This is a realistic view to a lit-rpg apocalypse with medieval use of weapons that sees how so many people died to such few survivors and how they straggle to get skills to survive
This is my first book and I don’t expect a positive review but I want reviews to improve it.",13
13043,SPECTRUM!!!,"A coward, a magician and a Blogger. The coward, arrives at the Prefecture Henshitoshi, and finds himself being pushed into the mad and supernatural events talking place in his new home. The magician, eager for adventure and madness and the Blogger, in search of something to make her rich. All three find themselves in comprimising conditions, as they go from nothing to something, in this mash of interwining stories.
( Inspired by Shows like Durarara!, Baccano, DTB and Mushishi, to name a few.)",0
13046,The guardians of time,"We all have dreams, right? But have you ever had one, so terrifying you wake up screaming? Yes, i bet you have... but if i told you that mine returns several times a year.. what would you say then? 
I never have other dreams... its always the same one, always the same events.. the mystical man with his ring, the german soldiers.. Me almost dying.. And then i wake up.. But it is not a dream.. The ring is real! The events in my dream really happened..
On that faitful day, during some of the hardest battles in World War 2 my family received a ring which automatically named us Guardians of time.",0
13047,Saga of the Overgod,"A mediocre young man is walking back home after selling from the market. Unexpectedly, He encounters an injured man and then he treats him with the help of his relatives. The man offered him the chance of being a cultivator as a payment for his help.
But in the world of cultivation, dangers are lurking everywhere, fights are inevitable. Cultivators are struggling to find themselves a way to get even more stronger. 
How will he survive in this merciless, violent and irrational world where conflicts always arose and strenght rules the world. With his passion, dedication and also his capable mind he will try to dominate other beings and reach the place where gods resided.
 
Editor: afanficaddict",34
13048,Proficient,"He stood at the apex of humanity and looked down upon it all. He had challenged everything humanity had to offer and came out on top. He grew cocky, and unsatisfied, thought himself unbeatable. Long story short, he challenged the gods and lost. 
Before he perished he, like many others before him, abandoned his body, attempting to reincarnate in a different one. He planned to bide his time,regain his lost power, and get his revenge. Long story short again, they followed his soul to his new body, sealed his memories, and banished him to a dimension outside of time. I mean what kind of gods would they be if they couldn't find one measly soul. 
 
This is the story of Hal, his escape, and his journey to find meaning in his life.
I'm going to apologize now for the sporadic updates, because it's gonna happen. This is going to be my first story, and I'm still trying to get the hang of this whole writing thing. I'd really appreciate any and all encouragement, errors you find, and suggestions to make the story better.",3
13050,The Quest For Guru,The Magikal Guru that frequents a Village to the south has gone missing and without the guru the people of the village will die slowly and not be able to live there but as that is all going on the Jager Foundation and the Atlas Cult are going to be fighting near the village so the Village made swift action to evacuate the village since the guru has gone missing,0
13052,The hitman summoned as a hero,"This is the story of a russian hitman. This hitman suddenly summoned as a hero in another world during a mission. But he rejects the offer of being a hero, and he decides to follow his path. In this world, he discovers that it's filled with hot girls that want something special from him. So he decides to enjoy his new life, running from the laws, the heroes, having sex and killing all his enemies.
This a novel that my readers have selected. I love them, and I hope that they will like the story. This story is R+18 due to the multiple sex scenes that it will have. And don't worry if you are under age it means that your parents already know that you are reading this.
Genre: Male lead anti-hero, a little of LitRPG, Harem, Hentai, fantasy, romance and summoned hero.
Cover from Internet
 
Schedule: If  I can I will add one to two chapters every week. If I can't keep with that you will receive an announcement.
Remember this isn't real.",76
13053,The Ultimate Handyman,"A world full of skills and magic, but Zennith doesn't have either! 
But what if skills are just a shortcut to do things you could do by hand? 
What if by relying on your own knowledge and ability you could 
create better potions than any alchemy related skill ever could? 
What if you could create sharper blades than any blacksmith 
related skill ever could, if you would just rely on the good old anvil? Witness Zannith becoming the ultimate handyman. 
The man without skills and magic and also the man 
that will never be bound by their limitations!",6
13054,The Greatest Evil,"Title and Synopsis subject to change.

Unemployed and depressed, Justin is but one of the many. Taking it upon himself to change his life for the better, he undergoes a life changing event, finding himself in dragged into a new world filled with magics and political intrigue. 
Follow his adventures as he finds himself face to face with villainous villains, heroic heroes, and scheming schemers as he rises through the ranks fueled by his burning passion for a fulfilled life.",5
13055,Masked,"A mask can only hide so much, but this child hides everything from her voice to her past, she is masked.
a khr fanfic",15
13056,Tremors Of Time: Spirit Gauntlet,"Alex Wiler the last son of twenty siblings, his father is the CEO of  Wiler Real estate multi millionaire, his mother died in childbirth. He lives his life like a robot going through the motions meeting friends, going to college but he feels like he hasn't found a goal in life that his life is devoid of color. Until the CEO of Arron Kin created possibly the best game of the century, Choices Online is that good in the opinions of many. Alex Wiler starts the game and soon finds out that it is the game was more than it seemed that it could possibly hold trove criminal secrets. With the help of countless others and a lone investigator watch as Alex wiler becomes the Unraveler of secrets and the strongest Spirit.



  ENJOY",65
13057,The Combat Crafter,"Far into the future, humanity has finally found world peace under one single conglomerate of nations.
During the midst of this great peace, virtual reality technology was finally made a reality. With it's introduction and enhancements into time dilation, many begin finishing their formal education by age 10 and often live on their own by age 16.
Many now work from home with the help of VR technology, finishing month's worth of work in a single day’s time.
One such stay at home office workers, Vance, play a new genre of games in his free time, VRMMORPGs.
With the now critically acclaimed Eternal Legend Online drawing his attention he decides to take a break from his usual games and try it.
 

All credit for the for the cover of the story goes to the clip art site I found it on, here’s the link:
https://www.onlinelabels.com/clip-art/Lab_Icon_Erlenmeyer_Flask_-_Purple-109419.htm",40
13058,Odyssey of the Unrivalled,"What do you do when you have it all? When you can do anything, go anwhere, know anything with less effort than stretching your fingers? When you feel jealous of any passer-by, just because they have something to do, somewhere to be?
The answer was simple to him: erase your memories, seal your power and live a normal life.
Still, something felt wrong. It just didn't feel... fulfilling.
But then a magical formation appears in his office, and he and his co-workers get catapulted into another world.
 
Profanity will be kept to a minimum, but will be included to keep realism. There will be some gore, vegans and animal activists alike beware. Will include some comedy, some meaningful conversation (I hope) and some things you will (hopefully) never expect in this genre. Hopefully quality will increase as it goes on.
No schedule for chapters, but they will keep coming. Feedback welcome.
View my other story at https://royalroadl.com/fiction/13168/fork-this-life",161
13060,Another World Priest,"Musa is an ordinary man living on earth. But something unexpected happened after he sleeps and guess what? He awakes on another world!
Being unfamiliar on another world is a bit difficult but, surprisingly, he got some amazing powers and great knowledge from the most unexpected things like... Animes and Mangas!
This is the story of a man who, from being an ordinary man, is now well-known throughout many places as [Priest] or [Divine Hero].",24
13061,The girl named Seven,"A girl, raised and trained to be a weapon.
Now offered a chance for a better life, will she take it? Will the world let her?
Trying to figure out her lot in life with no other skills than those of combat in a world where conflicts are becomming more frequent, what will become of her?
 
Some names may have been taken from real life but everything else is fiction.
Ratings and comments would be appreciated.
I put the drama tag but i'm not sure if I actually manage that. 
Cover pic found via pintrest. If the owner of the art wants it removed, please contact me.",831
13062,Even Monsters Pray,"""Sora.
""Not the master of conjuration. Not the finest summoner to walk the halls of this old Academy of Magic. Just Sora.
""You know of me, if you know much of anything. But there's more to me than the official story in the textbooks. All of that is just the grand details. That's not the story.
""I've made mistakes. I've held secrets. I've done impossible things. Good things. Terrible things.
""I'll not die before I've said my piece. With aching bones and a heavy heart, I fear that now the time is right for my confession.""
This story is about 13k words. It's a short story, and deals with dark content. Please be advised that this story is not suitable for children at all.
Trigger warnings: Non-graphic rape; child death.
A new cover is currently being commissioned. I'll update it as soon as it exists! :D",11
13063,Based on a life,"I removed original chapters and have decided on new content, but it's roughly about the same thing as it originally was. Don't mind me if you've never read this.
um... I'm just over thinking in my mind, and have written my thoughts... what the topics are? I'm not to sure, but it's likely to be me writting about myslef in some way, shape or form.",0
13064,Ravana,"If the scriptures of the ancient times are to be read, people find devas also known as gods and Rakshas also known as devils fighting against each other since time eternal. This is the story of a devil created a legend that still rings to this day. This is a story of a rakshas that paved a way towards the heavens. This is the story of a king who revolutionized the living of his people. This is the story of a brother who fought the world for the tears of his sister. This is a story of the Ashur who rose to the skies and shook the heaven and earth with his rage. This is the story of a simple man who fought to create his own legacy.
This is the story of Ravana.",3
13066,Demonic Inscriptor,"A young man stumbles upon a demonsional pocket whilst exploring the world and becomes trapped, with no other choice he cultivates a powerful technique and smashes through the demonsional space only to find a significant amount of time has past and the world has become more dangerous than he once knew.",10
13067,Dryad,"She was born next to a golden tree, in a cavern where the her forefathers once lived. It was a place where the grass was soft, the trees glowing in gold and silver, where food was plenty.
The wolves told her, ""The outside world is dangerous,"" the birds chirped, ""The things outside are unfriendly,"" the grass whispered, ""How can we protect you if you leave?""
And for a long time, she stayed behind.
She trusts her companions, those that took care of her since she was born. However, she just believed that there must be more outside, instead of the ruins and rocks that the creatures had said. The place where her forefathers had left for and never came back, all those years and years ago.
The beasts whined, ""Please do not leave us. The world is too dangerous,""
With a sigh, she turned her back to the tell-tale glow of the exit again and padded back to the tree.
She swore to herself — one of these days she'll leave the confines of this cavern, and to truly discover the world.",33
13069,Camelot Overthrown,"Christendom is threatened by the minions of the evil one and King Arthur, king of the Britons, calls out for brave knights to come and defend Holy Mother Church. Come into the latest virtual reality fantasy role playing by Miskatonic Games and become a stalwart paladin upholding the laws of chivalry and defending the weak from the machinations of monsters, or a wicked necromancer raising the dead and preying on the unfortunate.
The choice is yours!  See you in Camelot!",24
13070,Dungeon of the Dead [hiatus],"The dungeons in this realm usually do not develop truely sentient personalities until much later on in their life. As such they are unable to generate the power the Dungeon God needs to function. Plus when they do develop their personalities, they are usually sociopathic killing machines because...well...their dungeons. Because of this the Dungeon God isn't doing so hot, and in a latch ditch attempt to preserve his Godhood he creates one final dungeon that will have a personality immediately.
Unfortunately this particular dungeons seems to be just a little.....incredibly stupid. Due to the dungeon not paying attention during its earliest moments it ends up being a dungeon of the undead. This dungeon is the Dungeons Gods last chance and if it fails he will be stripped of his power by the other deitys and his creations will be exterminated. As the sentient races throughout the land despise undead and seek to destroy them where possible, this could well mean the extinction of the dungeon race...",743
13072,Jatendra's Saga,"A man laid down on a large ornate bed, his large body supported by a mattress containing feathers from a thousand of the finest geese.  There was a time when his bed was the ground, his blanket whatever clothes he happened to be wearing.  He laughed at the thought, a dry weezing sound, lacking the vigour and volume of his youth.  He looked around at the faces surrounding him. Wives, sons, brothers, sisters, friends, scribes. All here to hear the final words of their dying sovereign. To hear the true story, not the legend or the myth, but the autobiography of Jatendra, one of the greatest conquerors the world had ever known. The man opened his mouth, and the story began thus:",1
13074,Earth's First Dungeon,"Reginald Montgomery was a high class Rules Lawyer, specializing in the 'art' of Min-Maxing a Character.  He had been the secret behind the ability of the Guild 'Eternal Gamer' being able to obtain the World First Clears of various MMOs for the last five years.  The political entities of the world had hidden the imminent approach of a gigantic meteor, of similar size to the one that theoretically wiped out the dinosaurs, until it was able to be spotted by high powered astronomical telescopes.
The United Nations sends nukes into a crater located deep on the meteor, breaking it into millions of smaller fragments, except for around two areas, where there was a building that looked like an old school Roman temple and one where there was a giant metallic cube.  The cube crashed into Reginald's backyard, and his 'gamer' senses were itching at the chance of supremely valuable loot.
Upon investigating, he is injected with a control crystal for a 'Construction Core', but when it releases an extremely high density of pressurized mana, his body seizes up and the Core draws his mind into it before merging the control crystal back into the Core and retreating into the Cube and digging itself deeper.
Two months later, Reginald becomes aware again, only to find out that nothing is as it was and he is now the Earth's First Dungeon...",454
13075,The departed worlds,"On earth there lies a man who was known as the greatest genius of the world, he comprehended basic math and linguistic skills at one and moved on to advanced therioes and application in all main categories being math, science, language, history ect. At 12 he graduated from the most prestigious school with doctorial degrees in multiple areas. A couple of years later he invented technology which broke the minds of the old scientist who lead the way at the forefront of science and technology. But then all of a sudden he dissapeard, some say he died from a jealous attacker, some say he broke through the limitaions on space exploration and started exploring. But, no one had guessed hes living as a hobo underneath a bridge passing his days inside his mind and begging for money.
The once smartest man who could have gotten any country to do anything to have him:zero. The man self deemed zero lived life doing nothinh because there is no challenge but this all changed when half the world turned to zombies and the rest teleported to an area later known as the starting world.
What will become of this man named zero?",7
13076,My Second Time in this Terror-Stricken World,"Until this day, calamities of various magnitudes have threatened mankinds' population...
That doesn't amount to the one that humanity is currently facing...
Now with social order collaping, would Humanity be able to continue?
...
Author here! This is my first web novel I have ever written, please be gentle with me! Thank you! ^~.~^
Ummm, and the cover isn't mine! if the artist wants me to take it off then notify me!",12
13077,Mortal,"Mortality.
That which we are and that we struggle to overcome.
Mortality molds us, makes us who we are.
From courage to cowardice, it effects all our actions.
And hence some try to escape its grasp, to be free of chains.
Our tale follows such people forgetting which they'll remain.
 

 
Chapter updates around once every 2 days",4
13078,Tale Of A Warrior: The Wicked Beginnings,"Bear witness to the birth of a famous warrior named Aes Flameborn. Born of a union between the hated dark elves and the enemy to life itself, one of the Fallen. Watch his rise and watch his struggle. Listen as he tells a tale of his aventure and the the wretchedness of the path he was forced to walk.",0
13079,Short stories,The sole purpose of this book is to train my writing.,0
13080,Is It Wrong to Try to Pick Up Girls When You're Disguising as a Girl?,"Mashiro has a girly name, girly personality, girly body, but he actually is a boy.  Many boys at his school have asked him out knowing he's a boy. Girls are jealous of his soft skin and pretty face. Because of his girl personality and body, he has no real friends. When school ends and summer begins, he's relieved that he has a break from school. Suddenly, a demon interrupts his rest and offers him a contract that can change his life. If he disguises himself as a girl, he can once again live with his long lost sister that he has been searching for his whole life. Demons sole purpose is to be entertained. To this demon, this is entertaining. His mission is to disguise himself as a girl even though he's a boy. If he in any way reveals that he is a boy to his sister or her friends, then he will die a most painful death. What is his decision? If he disguises himself as a girl, what problems will he face?",52
13082,The World Where I Truly Belong,Story about a girl going through an existential crisis. Things escalate and it turns into much more.,1
13083,Prison of Killing and Judgement,"A group of 30 teens find themselves locked away in an unknown place, known by the wardens as Judgement. The 30 teens will live in a place where no wind or light of the outside world would reach. The only way out? To commit a perfect murder. If found guilty, the murderer will suffer an execution, if the guilty party is wronged, everyone else besides the murderer faces execution. The survivors will be allowed free once the numbers reaches a bare minimum. Can they keep their calm and survive? Or will they fall into despair?",0
13086,"Balthazar, a case study","A chronicle of seemingly unrelated events revolving around an enchanted granite statue and its owner, Dracula.",1
13087,Gods' Game,"A man lived the life of a drug addict. Lying and stealing was the name of his game till a blow out of his trucks tire led him into a head on collision with a pole. Death to blood loss this young man is transfered into a new world. Only told his god's domains he is sent into this world with no knowledge or money, now he must make his way through this world. His only option is life or death and if life is what is chosen what branch will he follow: survival, Common life simillar to his previous life, or will he strive to thrive in his new world?
 
LITRPG elements may come later and maybe some romance, but in the beggining I plan to only have minor flirting appear.",4
13088,The Raven Effect,"As childhood friends re-connect and fall in love, all that they know about their lives and those in it, is about to change.
Family secrets long forgotten are unearthed... Murder for Hire, Kidnapping, Devestation...
The past is in the past... The present is surrounded by danger... There may be no future...",0
13089,Blunt Knives,"""After more than a decade of fighting the forces of the Northern-Alvarir Kingdom, we are victorious! The nightmare has ended and an era of change has come!"" - The people......And it did change, only not for the better.The king promised prosperity and peace in exchange for the live of those Northern traitors after the war. Instead, we received years of stagnation and decay. The disparity between rich and poor grew ever wider as corruption spread. Without the looming threat of war and chaos, the king and his nobles drown in their spoils and riches, ignoring the plight of us commonfolk. Faced with debt, starvation and disease, our only choice is to rebel against the kingdom that once protected us. Our king should have saved us from ruin. But now, who shall save us against the demon that is our king?",1
13090,Shan Yan,"A young monkey lords over a mountain called Yan, on the province of Shan where it underwent many struggles to achieve its current position. It defends it's mountain with pride until one day, a hawk beast from a mountain across the valley invades after transcending from mortality and overthrows the monkey.
Heavily wounded the monkey flees into a forest filled with similar creatures but manages to hide in a crevice. Inside the crevice is a stroke of fortune so immense that it changes the monkey's future forever, allowing it to reach heights it would never have imagined...",1
13091,Monster Inside,"Three days ago I was human. Three days ago I didn't kill for need. Three days ago I wasn't... I wasn't a Monster.
 
My name is Holden Rays; I'm a Class 3 Monster Hunter. Or at least, I was. I now am a Monster, running from the ones who were once my friends, my family. I live on the run, trying to find a safe place with those I used to hunt. I don't know how much longer I can live like this, sleeping with rats during the day and killing innocents for food in the night. Why am I telling you this? Because you might be the only one who believes me.",2
