Fiction ID,Title,Synopsis,Followers
21013,Authority [Dropped],"Notice:
Updates are set to every other day. Or to be precise every 2-3 days. Thank you! 
 
""The theory of evolution was introduced by Charles Darwin and it baffled the world.
 
Going by the same principle as Darwin's theory all living organisms by nature are capable of evolution to an extent.
 
Evolution in games are always just limited however this is not a game but rather reality.
 
However the only thing that stagnates the whole premise of evolution is the environment.
 
Environment is always the number one factor of evolution. 
 
Going by that logic. Stimulation for survival is needed to evolve and better suit the environment. ""
 
 
  - Titus",9
21014,Death With Benefits,"""You know, everybody is afraid of dying I really don't understand why.""----Samsara*******What doesn't kill you...********Support me here :https://paypal.me/Jxddy",32
21015,Celestial being in a mans body!,"This is a story of a Celestial being in fantasy world enjoying vacation ??
 
This is my first story so criticism is accepted... 
also correct me if I did any grammatical mistake because I not good at it",0
21016,Embrace the Blade,"Born crippled, it was no surprise when James Ransom died young, but he was offered an opportunity - a mission: to go to a new world and become strong enough to kill the hidden boss behind the final boss. Now in a new world he must research and study the system to take advantage of it, find his strengths; form alliances and find party members to become strong enough to face the end.
This story does use Multiple perspectives and tells stories that add to the MC's. I've been given this feedback enough that I feel the need to mention that growth (levels, skills, classes, etc.) is slow, intentionally so, but constant.
Credit for the cover goes to a commission for KemptBones from DeviantArt for the cover.
This book is a rewrite of the original Embrace the Blade. The timeline for this one is completely separate and you do not need to read the original to understand what is going on. If you want to check out the original you can find it here (just a warning that they are NOT good): ETB Drafts 1&2 
If you came here from the original EtB, WELCOME!!",722
21017,A Monster's Intent,"At times our traumas can grab us and hold us back, deprive us of growth we once looked for. And at other times it pushes us forward, allowing us to learn our new paths in life. After his teacher threw her life into a curse to allow him to escape the Empire, Kuri meets a mysterious woman who is involved in a secret group of insane mages who practice the deadliest and most depraved of magics. The ability to devour another in exchange for gifts and abilities, a power that supersedes anything they could have achieved otherwise. And like a sheep to the slaughter, he follows her down a path of no return. To be swallowed whole by the Ouroboros. WIll he regret this choice? Or is this the correct path to avenge his dearest mentor? To become everything the Empire would hate.",5
21018,Shinigami of the Dead,"Mashima taichi adalah seorang anak tampan yang bersekolah di kota Tokonosu tepatnya di sekolah tinggi Fujimi, tetapi suatu hari taichi terjebak disekolah bersama teman-temannya, mereka dikelilingi oleh mayat hidup yang mencoba memakan mereka hidup-hidup, akankah taichi bisa lolos dari ""mereka"".
Mr.LinkRating: 18+Ini adalah novel fanfiction berlatar cerita di ""Highschool of the Dead"" dengan karakter utama yang memiliki kekuatan shinigami/fullbring dalam cerita. "" Bleach "".
Kalian bisa menulis kritik dan saran kalian pada mr.link dan juga jgn lupa berkomentar ya!!!
Semakin banyak komen dan like semakin cepat mr.link menulis.
Plusssss Ulltraaaaa!!!!",0
21021,Cultivation System,"Unknown to the people residing on Earth, in the void surrounding Earth and an unknown hidden world has began distorting, as if they were fusing. Nobody has noticed this, as it does not show up on any radars located around Earth. It is unknown if it was due to this distortion or not, but people randomly got something that refered to itself as a guide to help people for the change, though it came with a steep cost unknown to them at the start. Our MC is one of such people. Watch him start his adventure throughout a new place.",74
21023,Vrmmorpg: The Last Dragon,"New chapters every Thursday.
Since the day Darius was old enough to use a VR Capsule he has spent his past 20 years playing games professionally being the best player out there and he's getting ready to start playing the newly released game Ultear Online but he receives an email from the game's developers.
(Greetings Darius Morlin, we here at Gravity Studios makers of Ultear Online have watched you for some time and believe you are the perfect player to become one of the 10 legendary beasts of Ultear Online and from looking at your track record in gaming we see you like building solo characters that don't rely on others for help that is why we believe you are perfect to become our games Last Dragon if you accept then please click the link below)
Darius couldn't wipe the smile off of his face even if he wanted to as he clicks the link there are a few rules that he goes through before he can download the mod file to becoming the Last Dragon.",47
21028,One Who Walked Away,"Ursula K. Le Guin's The Ones Who Walk Away From Omelas engulfs readers in a fog of moral dilemma, almost daring them to choose between the freedom of one or the misery of many in a fictional world. Then, however, Le Guin simply offers up a third option: walk away.
This short story is a canon-divergent fanfiction piece that explores what happens to one who does walk away from the town of Omelas. It follows a boy who has resolved to leave, with little worry about where he might be headed. But the world outside the city is no more humane than the one he has left behind...",1
21030,Deadly Adventures,"How many times can a person die and still remain alive?Would this be a gift and or a curse?What would you ever do with this “power” of death?
* Also at: https://www.webnovel.com/book/11953613906652905/Deadly-Adventures",2
21031,The Sun Prince,"Kuro’s true form makes him an outcast — and a deadly weapon.
Left for dead by his own mother, Kuro survived and grew up only by hiding the color of his fur. Society has been trained to fear — and kill on sight — foxes like him.
When Ren stumbles into him trying to destroy the demons plaguing his kingdom, Kuro fears the end. Instead, the human boy proves himself a loyal friend.
But when Kuro’s secret slips out, the Shogun sees only the weapon he needs to vanquish his enemies, including Ren. Now Kuro's chance at survival comes at the price of his only friend's life.",30
21033,The Girl Named Rino,"Oh. Hello. I didn't see you come in. 
No, don't worry. I don't need to hear your name. I already know what it is. I also knew that you'd come up at around this time. 
But, at the same time, I also didn't know.
It's very hard to put into words - but that's what happens when you become the Chaos God. Your psyche gets messed up, big time. That's even more so for me, who was already warped enough to confuse reality with imagination - and, even make the rest of the universe believe that it was so.
But, enough about me. Let's talk about you. You seem to come from a very far away land. It's faint, but your presence is there - in a relatively primitive planet. No wonder, no one wanted to stay in, or conquer your region of the universe - there's nothing worth controlling there. 
Your existence, much like your entire solar system, also seems to be pretty insignificant. Tell me, is your race capable of destroying your own world? Oh, you're already well along the way? Global Warming? Pollution? Overpopulation? Nuclear weapons? Wow... it's been many millenia since I'd last heard of such ancient concepts from someone who is actually living through it. 
Still, good job getting that far. That means that your world is now, at least, worth considering as a possible place to install a World System. If I find the time, I'll try surveying it. You can just thank me, later.
Oh wait! What kind of person am I, not even offering my guest any hospitality. I'm ashamed. 
Please, take a seat. What would you like? I have everything the multiverse has to offer, whatever it is you want - I can get.
Ah! After we talk, would you mind, if I asked you to do me a tiny favor? There's this girl, I want to keep tabs on. She's in one of the Worlds that I preside over, it's called Aiarthe. But, for some reason, I can't see her - not directly, at least. 
All I need you to do, is check up on her from time to time. Whether you do it as a pure spectator or through someone else's eyes, is entirely up to you.
Really!? You would!? Wow! Thanks! You really did me, a huge solid there!
For agreeing so quickly, how about I get started on surveying that planet of yours, right now!?
You can help yourself, to anything in the fridge!
Well, see ya!",44
21036,Game of socially retarded love,"Kogawa Nagisa, just a normal kid with a normal family background. If only that was the case. Nagisa's a social outcast, barely spending enough time outside to get his daily dose of vitamin D. 
However, there are two things that are preventing him from this life. One being that he is considered a bit of a genius by his teachers, and that he just ""doesn't realise his potential"". The second is a particularly beautiful girl. Now that his daily life is disturbed, he'll have to interact more with people. If only he could get some peace and quiet in his days again...",3
21038,Surviving in another world!,"WOW that sky is really blue.
That was the first that came to mind when i opened my eyes. Then where am i?, what is this place? and lastly WHY THE FUCK AM I NAKED? 
 
 
I don't know where this story will go. This is my first ever story and i am writing this as i go so this story will probably suck so please don't hate too much.  If there are any mistakes or something doesn't make sense to you leave a comment or email me at [email protected]",2
21039,Infinite Lives Online,"This slice of digital depravity is an introduction to my much larger GameLit world: Infinite Lives Online.
I can’t post more than this due to Amazon's rules, but I felt that the meeting of a weary gamer and a zombified NPC could still be enjoyed in isolation from the rest of the book, so I’ve made it available here as a short story.
Hope you enjoy ;)
P.S. If you fancy some more, the full book is free to read on KU. I've included the synopsis below…
 
Winter is coming, is it? Well, if my shrivelled-up little energy bar is anything to go by, I’d argue that it's already f***ing here. Trust me, the infinite lives hack seemed like a good idea at the time.
What I wanted was an escape from reality. What I got was the Lord of the Rings on bloody amphetamines. A glitching garbage-fire of a game. As I write this, I’m trapped in a Red Zone, with a horde of unstoppable murder fiends, a clingy nemesis, and a pack of players who couldn’t give two tugs of a Donkey Kong’s you-know-what whether I live or die. The wrong end of my flaming sword keeps catching fire. The only NPCs who want to have sex with me are members of the Gnome community. And to make matters worse, I can’t log out.
Um, I did mention the tank full of heavily armed soldiers in mech suits who just arrived, right? I am so screwed…
Warning: “Infinite lives” contains swearing, stats and violence, the FPS occupation of a fantasy MMORPG, a hung-over gamer girl in a mech suit, a chainsaw wielding Amazon, sleazy Zombies, an evil Necromancer, the most pointless artifact ever, characters with unbelievably inappropriate avatars, an ad-saturated cyberpunk future, an excessively violent horde, inappropriate workplace behaviour, a drunk Wizard with a ring fetish, weaponized Gnomes, non-PC NPCs, and possibly a melee à trois.
More swearing than Ready Player One. Less words than Lord of the Rings…
Infinite Lives Online.",1
21040,A Collection,"A collection of various short stories and miniatures.
Concept: give two random/unrelated words for inspiration and I shall write a miniature, short story, or perhaps even a poem.",1
21041,X-1 Galactic Racing Championship,"The best racing drivers in the best cars, racing on the best tracks.
This season is shaping up to be the most competetive season of X-1 yet, fast cars, lots of action and controversy always round the corner.
X-1 is action packed, unpredictable and full of colourful characters
Authors note:
This is more of an experiment than a proper fiction. There are no real central characters and is basically coverage of a fictional racing series. I did it a long time ago on a forum and some people found it kind of interesting. I thought I would do it again and see how it goes with a general audience.
It's worth noting that I don't actually have control over the race results, it's all generated through a custom made simulation.Give it a try and who knows, it might be enjoyable.",1
21042,Assault The World,"NOT ANOTHER WUXIA KNOCKOFF
Rend the flesh of my enemy
Devour those who stand agaisnt me
Time will tell if blood is thicker
Or if gold is brighter
Than the casualty of water
Than the love of a brother
Let the world burn
For I must mourn",28
21045,The Abyssal Dungeon,"The world of Vol, a huge, bountiful plane where the only constant is life, in its many, many forms. One such form is a dungeon core, a peculiar little gemstone, and the focus of our attention. Watch as this otherwise unremarkable gem awakens in one of the most resplendant places in Vol, an aptly named Mana Reef, and how it turns its simple hole in the ocean floor into something truly unique, all while the rest of the world is forced to deal with its growth.
~~~~~~~~~~~~~~~
This is my first venture into writing for fun, and I'm hoping to keep this running until I run out of juice. With that said, I very much enjoy dungeon core novels, and wanted to do one a bit outside the norm. Hope you enjoy!
If you want to come stop by the discord, I know we'd all be more than happy to welcome you! https://discord.gg/pcR5g5XX8h","4,917"
21046,Carnage Incarnate,"Eli isn't your typical University student, He passively interacts with those around him, he cares for little. 
That was until the system descended upon the world, changing everything in ways seen and unseen...
Now something stirs within.
Follow Eli on his journey's across lands filled with troublesome creatures and terrifying horrors. Risking life and limb for the sake of power.
Watch him not only survive but flourish and become strong.
Watch him become true Carnage Incarnate!
First time writing! Hope you Enjoy!!",8
21047,Water Bottle World,"Wong Batul was just a normal college student when he slipped on a water bottle and died. Yet, who could have known that the very water bottle he had tripped on was actually an ancient spirit water bottle artifact! Thus, he reincarnated into a new world... a water bottle world!
Join Wong in his quest to be the greatest water bottle cultivator in the history of water bottle land!
Also known as 'Bottle Through the Heavens.'
(yes, this is a parody)",5
21048,The Shadow of Demons,"Nobody knows where the Predains came from or why they arrived in Citadea, but their overwhelming ferocity was well known soon after. Led by their indomitable leader, this horde of invaders devastated everything in their path before a titantic confrontation with the formidable Citadel army.
This short story is a fantasy piece inspired by the legend of Attila and the Huns.",1
21049,The Sacred Beast Sect,"A world of Xianxia is a place in which only the strong may survive. It is a world were powerful gods and goddesses as well as demons and fiends roam the land fighting in constent battles. this mighy strong people can only ever be united under powerful leaders forming organisations known as a sect. Millions of years ago, a time displaced soul was reincarnated into one such world and grew up leading a sect.
A sect is a organisation that trains nd recruits cultivators. A sect a faction that can have great influence over a great number of areas. A sect is an organisation that gathers many powerful worriers to fight under a leader. This tale is about one of these powerful sects. Millions of years ago, a time displaced soul was reincarnated into one such world and grew up leading such a sect.",54
21050,Eretriah online. A LitRPG book.,"Anya has never played a video game before and now, on her first day in Eretriah Online, she is losing a fight against some slimes. Thaezos, a dwarf and experienced player, helps her.In the year 2057, many countries have gone bankrupt. Powerful multinational corporations control governments from their megalopolises and in the remaining territories, living conditions are hard and almost unbearable. When Black Scythe releases the first VR-MMORPG, Eretriah Online, many citizens think it’s their opportunity to thrive.Thaezos, the leader of a gang, has some suspicions about the new technology and decides to play. Anya is the hope of her family because she is one of the few fortunate girls that can attend high school. Her parents decide that she must play the game on her school break to win money and fame.When Thaezos saves her, he never imagines that the red-haired girl with ‘useless magic’ has the potential to become one of the most powerful sorceresses of Eretriah.",173
21051,Whispers of Death,"A collection of short stories set in the small town of Glassford, where things have gone a bit awry.",2
21052,Recovery: Ignis,"My Name is Keiren. Keiren Ignis. At least that was what IT  told me.
Now all I have to do is figure out everything else. No simple task when you're an amnesiac. Honestly, why do I know these words and what they mean, but I have no idea who or even what I am. Except for what IT  told me.
IT  is whatever is causing the wierd pop-up screens that appear in my vision when I think about certain things. Seems like I'm going to have to play by ITs rules until I get a better understanding of everything else.
 
 
 

This is my first attempt at writing anything. 
To be honest I'm not 100% sure as to what direction this will take. GLHF
It became sci-fi.
There will probably be a romantic subplot at some point. There will be some implied sexual content, but nothing more explicit than kissing will be written.
Will try to release at least one chapter a week, but there could be none, or possibly 3 or 4.",29
21054,"Cold Havoc: Carl, the Destroyer","Stories of heroes and demonic beings has spread all through out the world. Heroic tales and legends seen in books and scriptures. But some of these are living legends. Walking across the surface of the world, beside the mortal races.
 
One of these legendary figures is someone that came with many names. Eëd Värk, Bargon, Space Demon, Infinity Dragon, God of Time and space and Carl, the Destroyer.
 
One of the most powerful and revered being. One who wields power to destroy all that exists. One who has countless of nations and churches praising his advents.
 
He was now bored and looking for something to appease his non-existant desires.",34
21055,Fuji,"Fuji takes cultural and mythological aspects from eastern society and bundles it with original fiction. Sun goddesses, Elder dragons, and magical powers galore.
Further down this page contains minor spoilers, avert your eyes if you wish to read without any predisposed knowledge.
With that in mind, let’s go into where we start this story-
The sun goddess Amaterasu has gone missing, plunging the earth into eternal night. Beings of darkness and pain have started emerging from the shadows and have been deemed the title Yokai. The shogunate has formed a committee of samurai and swordsmen gifted with the embers of Amaterasu to slay the beasts of shadow, but their efforts have grown unsuccessful.
Ash covers the land as snow. The embers of a forgotten time have died out. All that’s left is us and the dark.
***
Main site
Discord
Vote",45
21057,Vigilantes Make Us Safe: Rebel Rebel,"When the world was on the brink in the 1940s a group of men and women with uncommon ability pulled the world from the brink. They inspired generations to come and led to a golden age of vigilantes protecting the world.
Times change. By the early 2000s almost nowhere was willing to tolerate unregulated men and women dispensing their own form of justice. The dawn of the internet made operating in the shadows virtually impossible.
Everyone thought the days of vigilantes were done but presidential candidate Richard Hughes, riding a wave of populism, has promised to bring these men and women into the light and empower them to keep us all safe. The passing of the Vigilantes Making Us Safe Act changes everything.
All teenagers feel like they don’t fit in at times. Ryaan Asfour knows the feeling well. As part of an immigrant family in a country turning against immigrants, there’s a lot of people who don’t think he belongs.
The election of Richard Hughes and the passage of the Vigilantes Making Us Safe Act hasn’t helped matters. Suddenly anyone who wants to discriminate can just say they’re keeping people safe and do whatever they want.
Sudden popularity at school after hitting a game winning shot makes it even more apparent how much he doesn’t fit in with the rest of his world. A clash with a pair of vigilantes on his way home from school puts things in perspective. What can Ryaan do to protect his family and his neighborhood?
 
Vigilantes Making Us Safe will follow a variety of lead characters including Serenity, Toxic, Hitbox, the Rebel and more. I'll keep the cover image and title updated to reflect the current protagonist but I encourage you to check them all out.",15
21058,Adventures Journal,"This is the day to day life of Chris Walker join him on his adventures across the world!
(I hope to be able to update this story every day. This story may be boring at times because it’s a daily log of his survival)",0
21061,World End Systematica.,"There were thousands of epic stories in Earth's history. Extermination of the dinosaur, the sunken of Atlantis, Bermuda Triangle, Cinderella, Pyramid, and million more. But, the weirdest story of them all began 200 years ago, when the status screen started to appear in front of everyone.
At first, many were confused with those screens, and their reaction? Using the screen to invade others country and started the war.
War among countries, war within brothers but whatever their reason was, the war suddenly stopped when a bigger threat, the monsters appeared.
Many countries instantly fell to those monsters. Though, facing against the common enemy, humanity stopped their personal war, joined forces and managed to win against the monster.
Though, no matter how many times humanity won the war, the monster seemed infinite.
And now, another story began, it might be wasn't an epic story. But it was mine.",25
21062,Presence,"Waking after commatosse,  after having given a second chance make him living more humbly. Expecting that atleast he can work even though he become half disabled, expecting he can working until die of old age and yet his time already end before that. It Will be great if he get yet another chance.",0
21063,Medusa and the blind woman,"Update (2023): 
* Volume 1 & 2 & 3 of  the novelization of Medusa and the blind woman are available on Amazon Kindle under the name Bryn D. Estelle.
* Chapters of Volume 3 have been cleaned up on RR
* New chapters for Voume 5 will be released every week until it is finished


Volume summaries:
Volume 1:
The legendary Gorgon, Medusa, spends a solitary life on her island Sarpedon. The only interruptions to her monotonous life are the occasional expeditions of foolish humans that try to slay her for fame and riches.
This story begins on the day that just another of these expeditions brings along an unusual woman. A priestess of Athena that was born blind and is not afraid of the Gorgon. Soon those two are forced into an unexpected coexistence on the small island.
Will those two unlikely life partners learn to get along?  

Volume 2:
The great goddess of wisdom and war, Athena, realizes that her priestess is prisoner to the Gorgon and makes a bet with the monster.
The human expedition returns to slay the Gorgon and Eugenia is caught between the front lines. Typhos reveals his true goal and his machinations corner Medusa.
What choices will the dissimilar duo make? Who will come out victorious?

Volume 3:
After Eugenia awakens in the city of rowers, Eretria, she finds herself separated from Medusa who is receiving punishment for leaving her exile.
Still recovering from her injuries and desperate, the priestess sets off on a journey to make a return to Sarpedon. On her way she meets many strange new people as well as some familiar faces. On top of that the messenger of the gods, Hermes, tells her of a trial that awaits her on this uncertain path.
Where will her trial take her?


Volume 4:
Reunion. After Eugenia's long trial comes to an end, she returns to the side of Medusa who had suffered her punishment at the hands of Athena.
As they try to find a new balance in their shared company on Sarpedon they are faced with many tumultuous emotions that wind down to the very cores of their souls. Secrets are uncovered, pasts revealed and Eugenia's feelings are put to the ultimate test.
And amidst all this, a new intruder chooses to trespass onto the secluded isle to cause even more trouble. Aphrodite has set her sights on the Gorgon now.","1,078"
21065,The Divine Traits,"During the dark of night in a small town, a golden glow can be seen a moment later a baby wrapped in a golden blanket made out of an unknown fabric softer than silk. Unknown to the world this was the birth of a new godling a holder of the divine traits. Given god-like powers.
 
This is a story about a fantasy world where at the age of 16 people will go through a change and unlock dormant ""traits"" these traits cause powers known as classes the severity of the traits control how rare or powerful these classes are. the main character is a godling an offspring of a god their traits are classified as Divine Traits and are the most powerful traits and contain the best classes and powers. The main character Jericho Stormblood is the first godling in this world and will be a tester for the gods to see if this world is worthy of their children's presence.
This is my first story and is inspired by the story Dantes Immortality which is on this website as well please go check it out 
Discord:  jV8vWAx
P.s I do not own the top picture if you are the one who owns it pm me and I will change it I will change it anyways when I can create a better cover picture",40
21069,The story of Jayden Argento,"Most stories are about a hero representing good or light against the bad guy or the dark side. The hero will have a great adventure meeting friends, family, companions, lovers. Without any care in the world or responsibilities. Eventually the hero will meet up with the bad guy and defeat him. Then he will go home and they will live hapily ever after.
Hahah
Well....let me tell you one thing:
This aint one of them stories
Hahhahahahha*cough*cough*",0
21070,How to have fun in an apocalypse,"Go to the other version. It's better
How to have fun in apocalypse (Rewrite)",371
21071,Adventures With a Reincarnated Bush,"Previously called I Died and Reincarnated as a Plant
The path of reincarnation is hard to predict. We follow John as he finds him self reincarnating as a plant. Soon he meets a bull that wants to eat him. This causes a chain reaction bringing many unique characters to John. What will happen to this poor plant on his path of cultivation?",909
21072,AverageMan,A typical story of an average man getting killed and transported to a magical land full of mythical creatures and deadly floral he will have a basic system that the residents will use and only the knowledge a common man is expected to know.,3
21073,Omniscient Tree,"Drahat, a mage attempts to become a tree but somehow during his conversion he ends up in a foregin land in the middle of a global apocalypse. Follow him as he spreads throughout the Multi Verse nurturing the Worlds...
If you want early access to chapters you can head to my patreon: https://www.patreon.com/godgreed 
The picture does not belong to me. If the author wants me to take it off PM me.",19
21074,Midoriiro no kirā (Green-Eyed Killer),"Set in a fantasy world where ruling factions known as ""The Rebellion"" and ""The Empire"" of a country called  Isla are at war over the location of a mysterious relic known as the chaos relic, according to legend anyone who possess the relic may weild unimaginable power, the power to give life to the world or.....destroy it. Masayuki Taekeshi is a teenage boy living in a village that pledges its allegence to The Empire, His journey begins when he finds his village is in dire straits as the empire is bleeding it dry to use its resources for the war efforts. In order to save his village from starvation Masayuki sets off to work as a Mercency for The Empire in order to earn enough gold to save his village. 
During his first job as a mercenary Masayuki is tasked with escorting a rich noble across the land to a nearby settlement however this plan goes array when during the escort his patrol unit is attacked by a mysterious group of assassins lead by a girl called Ai Ayame, however instead of killing him Ai offers insight into the corrupt ways of the empire and gives Masayuki an altermatum that will change his life forever",4
21075,Becoming Superman (Book 2),"To steal from one's lover, is crime abhorent; yet to steal for humanity, forgiveness doth warrant. 
What did, Gaius Julius Caesar, steal from his lover: Queen Cleopatra? The answer will lead the, chosen, on an odyssey through the 4th dimension, to one inescapable truth: evolve or perish.",0
21076,Short oneshots from the can,"A few short stories, often written in response to some writing prompt.
There certainly is not much in the way complex intrigue, as the different chapters are wildly unrelated, but on the upside it makes for quick reads.
So, if you are interested in why ZR-22 absolutely should not be freed from custody, the thoughts of a chosen undead as the world ends or how Bob is going to deal with the cellular uprising within his body, do drop by !",0
21078,Husk,"Thrown into the midst of conflict, Jaxon Ward will have to come to terms with what it means to be human in this new world.
Brought out of what this world calls the tempering cycle, he finds that everything he knew about reality was a lie. 
He is now a citizen of Human Empire, a small but consolidated power on the fringes of a much larger intergalactic playing field.
As a member of the fifth and final wave of The Guards of Gaia, Jaxon and his peers are saddled with the hopes of the masses, who seek to find shelter in the coming storm.
However, finding safety in this new world won't be easy, when even Gods and Demons are terrified of what lurks just beyond the veil.",9
21080,The Vast World,"On the Continent Eter, a genius mage made his mark. He was one of the few to be able to use the five elements despite having no affinity to any. His influence was known throughout the world and brought order wherever he went. He was the young genius of the Stellar Academy. These achievements are simply the tip of the iceberg for the man named Astro Prism. When the Second Ancient War began, humanity had the upper hand. However, when the 17th Wave came, humanity had lost hope. The enemy was too strong. In a last ditch effort, a miracle happened. Astro Prism used an unknown magic and eliminated a massive amount of Beast leaders including the Beast King at the cost of his life. Just when he believes his life is finally over, he is born into a new world.",2
21081,Zao Ning. The Reincarnated Cultivating Dragon. (Original and Old Version.),"Dragons are known as the top existences in any story you read, and I can atest to this! 
Being a dragon myself I can easily tell you how awesome I am!
...
...
...
Or I could have, if I hadn't been murdered by my own kind and eaten by my own children!
*clears throat* Anyways, now it seems I have been turned into a lowly human, but fear not as I, Zaragnathor will once again rule the wo-... I mean I, Zao Ning will once again be at the top of the realms!",341
21082,Serendipity - Sacrifice and Survival,"A tale of war and sacrifice, where great heroic acts shall be made with no recognition. Mankind is at risk of extinction. An unyielding Xeno race advances on the worlds of the Commonwealth. Can Rain Cooper, a disenfranchised genius who arose from the squalor and poverty of his home to attend a prestigious military academy, turn the tide, or shall humanity breathe it's last breath?",0
21083,The Adventures of a Dragoness.,"This is a beginning of a story about a young dragoness with the ability to change into a dwarfen girl and maybe some other races later. 
Greetings! With this chapter I hope to find an author that could make a good and long story out of it. I know it's nothing special and it'll need alot of love to blossom. That's why I hope to find someone here that can do it. All I hope to get from you is a good read and maybe a small mentioning of me.",3
21084,Symbols,"Symbols determine the path one's cultivation takes. Symbolism, in general, is pretty important. Now, what does it say about me? That the name gifted upon me at birth is Serkel.I hope that's a reference to my reincarnation, and not a cosmic being, implying I'm running around in them.
 
Though at this point, I wager it's both. Being reborn certainly didn't uncomplicate things after all. Though how a world composed of magical martial artists is so complex is beyond me.",21
